protein,protein_id
MORF4L1,pMORF4L1
PARP11,pPARP11
BUB1,pBUB1
DRG1,pDRG1
CCNDBP1,pCCNDBP1
OPTN,pOPTN
ADAM15,pADAM15
ZNF232,pZNF232
RNF138,pRNF138
TCL1A,pTCL1A
VPS33B,pVPS33B
MAPRE2,pMAPRE2
DYNLT3,pDYNLT3
MED28,pMED28
ARL6IP1,pARL6IP1
EFS,pEFS
ZNF408,pZNF408
PRPS1,pPRPS1
BET1,pBET1
UTP6,pUTP6
CEACAM5,pCEACAM5
PITPNC1,pPITPNC1
CCDC87,pCCDC87
CCDC185,pCCDC185
KIAA1217,pKIAA1217
HPCAL1,pHPCAL1
DNMT3L,pDNMT3L
CSNK1E,pCSNK1E
EEF1B2,pEEF1B2
EEF1G,pEEF1G
EPB41L3,pEPB41L3
ZAK,pZAK
GPX7,pGPX7
CDC42EP1,pCDC42EP1
DYRK2,pDYRK2
BNIP3,pBNIP3
SNAPC5,pSNAPC5
DPEP1,pDPEP1
MAGEA12,pMAGEA12
RWDD1,pRWDD1
SF3A3,pSF3A3
NCALD,pNCALD
PLSCR4,pPLSCR4
STAM2,pSTAM2
NAPA,pNAPA
RAI2,pRAI2
DBF4B,pDBF4B
ELAVL3,pELAVL3
NRBP1,pNRBP1
GNG11,pGNG11
SLC22A6,pSLC22A6
ELAVL4,pELAVL4
HMG20B,pHMG20B
RPL23,pRPL23
STK25,pSTK25
TRIM2,pTRIM2
LZTS2,pLZTS2
SEC13,pSEC13
ZCCHC10,pZCCHC10
CKS2,pCKS2
MLLT3,pMLLT3
ZBTB5,pZBTB5
RUVBL2,pRUVBL2
PSMD2,pPSMD2
NPDC1,pNPDC1
CLK2,pCLK2
CDKN2D,pCDKN2D
NXT1,pNXT1
SPATA2,pSPATA2
MALL,pMALL
AP5B1,pAP5B1
TPRKB,pTPRKB
SSBP2,pSSBP2
ASL,pASL
SERPINI2,pSERPINI2
IFIT3,pIFIT3
XAGE2,pXAGE2
TSC22D3,pTSC22D3
TAF9,pTAF9
RGS2,pRGS2
RABGEF1,pRABGEF1
DR1,pDR1
STX5,pSTX5
PCYT2,pPCYT2
E4F1,pE4F1
AHSP,pAHSP
RSG1,pRSG1
FAM160A2,pFAM160A2
RXRB,pRXRB
HCLS1,pHCLS1
SIGLEC5,pSIGLEC5
SLC25A10,pSLC25A10
METTL1,pMETTL1
GJA5,pGJA5
CRYBA2,pCRYBA2
SULT2B1,pSULT2B1
SRI,pSRI
FAM115A,pFAM115A
SMCP,pSMCP
ZBTB32,pZBTB32
CPSF4,pCPSF4
EIF3F,pEIF3F
SH3GLB2,pSH3GLB2
NOC4L,pNOC4L
SLU7,pSLU7
DRG2,pDRG2
MTMR8,pMTMR8
PPP3CA,pPPP3CA
DDX19A,pDDX19A
IPO11,pIPO11
PRMT2,pPRMT2
CCDC101,pCCDC101
CIRBP,pCIRBP
ZFP64,pZFP64
FHL5,pFHL5
PPIE,pPPIE
ALX1,pALX1
DPPA4,pDPPA4
STAT1,pSTAT1
BSG,pBSG
AKIRIN2,pAKIRIN2
UBAC1,pUBAC1
KLRG1,pKLRG1
DPY30,pDPY30
GALT,pGALT
ZNF655,pZNF655
UBE2D3,pUBE2D3
RAP2B,pRAP2B
PSMD4,pPSMD4
HSPA13,pHSPA13
NAA10,pNAA10
BAG3,pBAG3
UBE2Z,pUBE2Z
SYT17,pSYT17
GMPPB,pGMPPB
TEAD3,pTEAD3
NCBP1,pNCBP1
NFKBIA,pNFKBIA
ERCC1,pERCC1
CDKN2B,pCDKN2B
ETF1,pETF1
CEP70,pCEP70
ING5,pING5
ITPK1,pITPK1
DNPEP,pDNPEP
CLASRP,pCLASRP
CHAC1,pCHAC1
SP100,pSP100
EIF4EBP1,pEIF4EBP1
EFEMP1,pEFEMP1
YIPF2,pYIPF2
PPIA,pPPIA
YIPF3,pYIPF3
PDLIM5,pPDLIM5
GEM,pGEM
PCSK5,pPCSK5
UBXN11,pUBXN11
PSMC1,pPSMC1
EML1,pEML1
PDGFRB,pPDGFRB
IRF4,pIRF4
ITPKB,pITPKB
ZNF473,pZNF473
NQO2,pNQO2
CLDN2,pCLDN2
GAK,pGAK
INVS,pINVS
KCNIP3,pKCNIP3
ZSCAN9,pZSCAN9
GPANK1,pGPANK1
DLK2,pDLK2
NOC2L,pNOC2L
RUNDC3A,pRUNDC3A
PRPSAP1,pPRPSAP1
CTDSP1,pCTDSP1
TCEA2,pTCEA2
ZKSCAN7,pZKSCAN7
CSNK1D,pCSNK1D
ITGB3BP,pITGB3BP
MYD88,pMYD88
MRPL4,pMRPL4
IL11,pIL11
ACP1,pACP1
STAT5A,pSTAT5A
MAX,pMAX
MTHFS,pMTHFS
RBM41,pRBM41
AGT,pAGT
ACAP1,pACAP1
BTRC,pBTRC
DBNL,pDBNL
RPS28,pRPS28
S100A14,pS100A14
MAGEB4,pMAGEB4
PLK3,pPLK3
DTNBP1,pDTNBP1
IP6K1,pIP6K1
UBA7,pUBA7
OGT,pOGT
ENOX2,pENOX2
USP5,pUSP5
TEX28,pTEX28
ZNF202,pZNF202
MID2,pMID2
SNX7,pSNX7
JAKMIP2,pJAKMIP2
RENBP,pRENBP
RAB2A,pRAB2A
CEP44,pCEP44
NOL4,pNOL4
NFYA,pNFYA
TUBA3C,pTUBA3C
PRKCZ,pPRKCZ
NXT2,pNXT2
PSMC2,pPSMC2
RFC4,pRFC4
SUV39H1,pSUV39H1
RALB,pRALB
PEX19,pPEX19
PSME1,pPSME1
GYS1,pGYS1
RAB1A,pRAB1A
EIF4E,pEIF4E
GEMIN7,pGEMIN7
HSPA8,pHSPA8
STAM,pSTAM
MCM2,pMCM2
ARL2,pARL2
U2AF1,pU2AF1
RHOA,pRHOA
BAK1,pBAK1
TCEB1,pTCEB1
RRAGA,pRRAGA
NXF1,pNXF1
POT1,pPOT1
LCP2,pLCP2
RBM8A,pRBM8A
EIF3C,pEIF3C
TXNRD2,pTXNRD2
GOLGA1,pGOLGA1
GOLGA4,pGOLGA4
CLNS1A,pCLNS1A
PAXIP1,pPAXIP1
TRIM41,pTRIM41
WWP2,pWWP2
ZNF276,pZNF276
TRAK2,pTRAK2
ATP7A,pATP7A
ATP7B,pATP7B
GLRX,pGLRX
NCF1,pNCF1
NHEJ1,pNHEJ1
PLAU,pPLAU
LACRT,pLACRT
FGF2,pFGF2
SPG20,pSPG20
PMAIP1,pPMAIP1
BCL2L11,pBCL2L11
BBC3,pBBC3
BIK,pBIK
MAFA,pMAFA
AKIP1,pAKIP1
CDK2,pCDK2
MYC,pMYC
PML,pPML
STK11,pSTK11
APTX,pAPTX
CAV3,pCAV3
NF2,pNF2
SGSM3,pSGSM3
LIN9,pLIN9
NELFB,pNELFB
NUTF2,pNUTF2
POLB,pPOLB
TAF1D,pTAF1D
CCK,pCCK
MIS12,pMIS12
EGFR,pEGFR
ERBB2,pERBB2
ERBB3,pERBB3
LUM,pLUM
DSN1,pDSN1
NSL1,pNSL1
ZWINT,pZWINT
PPID,pPPID
RET,pRET
EPHA5,pEPHA5
RP9,pRP9
MPRIP,pMPRIP
RAPH1,pRAPH1
HDAC4,pHDAC4
HDAC5,pHDAC5
HDAC6,pHDAC6
CHFR,pCHFR
MTOR,pMTOR
RPTOR,pRPTOR
RICTOR,pRICTOR
SYT1,pSYT1
C6orf15,pC6orf15
MMP14,pMMP14
CRISP3,pCRISP3
TCERG1,pTCERG1
MBD3,pMBD3
YWHAQ,pYWHAQ
CRTC2,pCRTC2
SIK2,pSIK2
CABP4,pCABP4
SART3,pSART3
CD2BP2,pCD2BP2
GIPC1,pGIPC1
EIF4A2,pEIF4A2
ARF6,pARF6
CNOT8,pCNOT8
ASF1B,pASF1B
SNRNP40,pSNRNP40
SMNDC1,pSMNDC1
PAAF1,pPAAF1
BTG2,pBTG2
PSMD13,pPSMD13
IKBKE,pIKBKE
YWHAB,pYWHAB
TCEAL1,pTCEAL1
RNPS1,pRNPS1
FBXO4,pFBXO4
RGS20,pRGS20
PSMD6,pPSMD6
GSTK1,pGSTK1
EIF1B,pEIF1B
PSMD10,pPSMD10
AES,pAES
MLF2,pMLF2
TUSC2,pTUSC2
PSTPIP1,pPSTPIP1
MAGEB2,pMAGEB2
MCC,pMCC
GSK3B,pGSK3B
ACP6,pACP6
TNFRSF14,pTNFRSF14
LGALS9,pLGALS9
ASB3,pASB3
CDKN2C,pCDKN2C
MOB4,pMOB4
PTP4A3,pPTP4A3
RIOK3,pRIOK3
CHST12,pCHST12
SNRPB,pSNRPB
NELFCD,pNELFCD
EEF1A2,pEEF1A2
SMYD2,pSMYD2
PON2,pPON2
RUVBL1,pRUVBL1
SAE1,pSAE1
HLA-B,pHLA-B
TMBIM4,pTMBIM4
UQCRC1,pUQCRC1
DNASE2,pDNASE2
PLRG1,pPLRG1
AP2S1,pAP2S1
MPDU1,pMPDU1
EIF3A,pEIF3A
WRAP73,pWRAP73
PPP4C,pPPP4C
EIF6,pEIF6
NFKBIL1,pNFKBIL1
ACTR3B,pACTR3B
DDX56,pDDX56
PPP1CB,pPPP1CB
CDC20,pCDC20
C20orf24,pC20orf24
EIF4A1,pEIF4A1
CNTF,pCNTF
PTP4A2,pPTP4A2
EPB41,pEPB41
PPM1B,pPPM1B
CD40,pCD40
DKK1,pDKK1
TFE3,pTFE3
BCKDK,pBCKDK
WBP5,pWBP5
PHB2,pPHB2
CUL2,pCUL2
FDFT1,pFDFT1
LRRK1,pLRRK1
RRBP1,pRRBP1
PHLDA3,pPHLDA3
NPRL2,pNPRL2
CNBP,pCNBP
WISP1,pWISP1
DYNLL1,pDYNLL1
PACSIN3,pPACSIN3
TSC22D1,pTSC22D1
ARHGDIA,pARHGDIA
LYAR,pLYAR
CLEC3B,pCLEC3B
CAMK2A,pCAMK2A
AKTIP,pAKTIP
MAST2,pMAST2
ICA1,pICA1
PAK2,pPAK2
UBE2M,pUBE2M
VRK3,pVRK3
CDC25B,pCDC25B
RPRM,pRPRM
COPS3,pCOPS3
TRAF6,pTRAF6
CCNA1,pCCNA1
CENPH,pCENPH
MED7,pMED7
FKBP4,pFKBP4
PITPNA,pPITPNA
RAB11A,pRAB11A
EIF2B1,pEIF2B1
TWF2,pTWF2
SIRT2,pSIRT2
ELOVL1,pELOVL1
FIBP,pFIBP
CDK2AP1,pCDK2AP1
ADI1,pADI1
OAZ2,pOAZ2
USF2,pUSF2
TIMM13,pTIMM13
HNF4A,pHNF4A
PGRMC1,pPGRMC1
PASK,pPASK
SERINC3,pSERINC3
KRT8,pKRT8
RAB10,pRAB10
DSTYK,pDSTYK
SAP18,pSAP18
SUSD2,pSUSD2
FABP4,pFABP4
ROCK2,pROCK2
TNFRSF10D,pTNFRSF10D
ELF3,pELF3
SGK1,pSGK1
GH1,pGH1
BZW1,pBZW1
MPG,pMPG
CDK5RAP3,pCDK5RAP3
TTBK1,pTTBK1
CASP4,pCASP4
TSPAN17,pTSPAN17
ULK1,pULK1
PELO,pPELO
TBPL1,pTBPL1
EXT1,pEXT1
PLEKHJ1,pPLEKHJ1
ZNF277,pZNF277
PKIG,pPKIG
PLEKHB2,pPLEKHB2
HNF1A,pHNF1A
RGS10,pRGS10
TAGLN,pTAGLN
NTHL1,pNTHL1
BCAS1,pBCAS1
PARVA,pPARVA
STK38L,pSTK38L
MEN1,pMEN1
CHMP1A,pCHMP1A
OSTF1,pOSTF1
CFL1,pCFL1
GAS8,pGAS8
DEGS1,pDEGS1
PAK4,pPAK4
DEDD,pDEDD
KHK,pKHK
PARP3,pPARP3
FADS1,pFADS1
RAB17,pRAB17
RAD51D,pRAD51D
CFLAR,pCFLAR
OSGEP,pOSGEP
AK1,pAK1
RAB5C,pRAB5C
ATIC,pATIC
BCL10,pBCL10
RFXANK,pRFXANK
CAB39,pCAB39
FANCC,pFANCC
PRKRA,pPRKRA
TIMP2,pTIMP2
MAGED1,pMAGED1
SNAI1,pSNAI1
EFHD1,pEFHD1
RIPK2,pRIPK2
UBE2G2,pUBE2G2
DGKE,pDGKE
GNAS,pGNAS
NUAK1,pNUAK1
KCNIP4,pKCNIP4
AURKA,pAURKA
HTR1E,pHTR1E
KPTN,pKPTN
SNCG,pSNCG
RNF167,pRNF167
CDC42BPB,pCDC42BPB
ERCC6L,pERCC6L
PMVK,pPMVK
BCAR3,pBCAR3
STYXL1,pSTYXL1
SNRK,pSNRK
CDK19,pCDK19
DOCK4,pDOCK4
GAPDH,pGAPDH
MEST,pMEST
KLHDC2,pKLHDC2
RAB25,pRAB25
RASGRF2,pRASGRF2
DGKB,pDGKB
TSSC1,pTSSC1
ENSA,pENSA
CNKSR2,pCNKSR2
CHMP6,pCHMP6
HLA-A,pHLA-A
NUP98,pNUP98
TOR1A,pTOR1A
STK36,pSTK36
TBRG4,pTBRG4
VDAC1,pVDAC1
ELL,pELL
OGG1,pOGG1
BIN3,pBIN3
POLR1E,pPOLR1E
LXN,pLXN
RTCA,pRTCA
NUDT1,pNUDT1
PSPH,pPSPH
ATG5,pATG5
TTC4,pTTC4
SMYD3,pSMYD3
ACVR2A,pACVR2A
ALS2CL,pALS2CL
TERT,pTERT
NCL,pNCL
MAP3K1,pMAP3K1
NFKB2,pNFKB2
RELB,pRELB
TAB2,pTAB2
TBK1,pTBK1
TNFRSF1B,pTNFRSF1B
BRF2,pBRF2
DLG3,pDLG3
EXT2,pEXT2
HDAC3,pHDAC3
MAGEA6,pMAGEA6
NME2,pNME2
PANK2,pPANK2
TGIF1,pTGIF1
CTNNB1,pCTNNB1
BLM,pBLM
HCFC2,pHCFC2
RBBP5,pRBBP5
NCOA6,pNCOA6
CDKN2A,pCDKN2A
APC,pAPC
BRIP1,pBRIP1
BMPR2,pBMPR2
JAK1,pJAK1
AKT1,pAKT1
C11orf30,pC11orf30
AXIN1,pAXIN1
NCOA4,pNCOA4
APC2,pAPC2
CALM1,pCALM1
RAD9A,pRAD9A
CTBP1,pCTBP1
LAMTOR5,pLAMTOR5
NCOA1,pNCOA1
TP53BP1,pTP53BP1
BCR,pBCR
SMC1A,pSMC1A
ATR,pATR
BARD1,pBARD1
PTPN6,pPTPN6
RASA1,pRASA1
FES,pFES
PSEN1,pPSEN1
ABL1,pABL1
FANCD2,pFANCD2
H2AFX,pH2AFX
POLR2A,pPOLR2A
JUND,pJUND
MSH2,pMSH2
MSH6,pMSH6
NBN,pNBN
RAD50,pRAD50
BUB1B,pBUB1B
BUB3,pBUB3
FANCF,pFANCF
CASP3,pCASP3
TOP3A,pTOP3A
CBL,pCBL
CDK1,pCDK1
CHEK1,pCHEK1
TFAP2A,pTFAP2A
CSNK2A1,pCSNK2A1
HDAC1,pHDAC1
RCOR1,pRCOR1
PHF21A,pPHF21A
HDAC2,pHDAC2
KDM1A,pKDM1A
SMAD6,pSMAD6
CTNND1,pCTNND1
MUC1,pMUC1
PTK2B,pPTK2B
CLSPN,pCLSPN
BRCC3,pBRCC3
SP1,pSP1
RBM39,pRBM39
EPHA3,pEPHA3
EZR,pEZR
FAS,pFAS
BID,pBID
FADD,pFADD
FASLG,pFASLG
CASP10,pCASP10
CASP8,pCASP8
GRB2,pGRB2
ETV6,pETV6
MDC1,pMDC1
CHEK2,pCHEK2
GSN,pGSN
SMAD7,pSMAD7
LYN,pLYN
MAD2L2,pMAD2L2
HSPA1A,pHSPA1A
HSP90AA1,pHSP90AA1
UXT,pUXT
CAV1,pCAV1
JUN,pJUN
PRKDC,pPRKDC
MDM2,pMDM2
E2F1,pE2F1
CCND1,pCCND1
USH1C,pUSH1C
FOXA1,pFOXA1
RNF14,pRNF14
CTNNA1,pCTNNA1
LMO4,pLMO4
NCOR1,pNCOR1
NUFIP1,pNUFIP1
MAPK14,pMAPK14
FYN,pFYN
LCK,pLCK
CD82,pCD82
MARK3,pMARK3
PLK1,pPLK1
RAD52,pRAD52
RBBP7,pRBBP7
DCC,pDCC
CRKL,pCRKL
PTEN,pPTEN
N4BP2,pN4BP2
CDH3,pCDH3
HDAC9,pHDAC9
ZMIZ1,pZMIZ1
SMAD3,pSMAD3
TERF2,pTERF2
S100B,pS100B
GNA12,pGNA12
CDH2,pCDH2
BMP2,pBMP2
BMP7,pBMP7
BMPR1B,pBMPR1B
RASGRF1,pRASGRF1
ERCC4,pERCC4
XPO1,pXPO1
KIFAP3,pKIFAP3
CDC27,pCDC27
GSK3A,pGSK3A
NR2C1,pNR2C1
ASCL2,pASCL2
KMT2C,pKMT2C
GADD45B,pGADD45B
MET,pMET
HRAS,pHRAS
CCNA2,pCCNA2
ABL2,pABL2
BCCIP,pBCCIP
NR4A1,pNR4A1
SIAH2,pSIAH2
CDH5,pCDH5
PTPRF,pPTPRF
SPTBN1,pSPTBN1
INPP5D,pINPP5D
DOK1,pDOK1
NCOA3,pNCOA3
SPTAN1,pSPTAN1
SPTA1,pSPTA1
FANCE,pFANCE
WRN,pWRN
GADD45GIP1,pGADD45GIP1
GTF2E1,pGTF2E1
GTF2F1,pGTF2F1
SIN3A,pSIN3A
RASSF1,pRASSF1
NELFA,pNELFA
RAD51C,pRAD51C
RAF1,pRAF1
MAP1S,pMAP1S
DHX9,pDHX9
IKZF1,pIKZF1
GTF2B,pGTF2B
BTAF1,pBTAF1
GTF2H4,pGTF2H4
MED21,pMED21
ACTA1,pACTA1
TRAF1,pTRAF1
TRADD,pTRADD
TAB1,pTAB1
IKBKG,pIKBKG
PNN,pPNN
PPIG,pPPIG
SMAD2,pSMAD2
ZFYVE9,pZFYVE9
KAZN,pKAZN
ABLIM3,pABLIM3
AMFR,pAMFR
RNF41,pRNF41
ERGIC1,pERGIC1
PEBP4,pPEBP4
DDX5,pDDX5
RUNX2,pRUNX2
DOK6,pDOK6
DOK5,pDOK5
HIST1H3C,pHIST1H3C
SPATC1,pSPATC1
CASP9,pCASP9
NAIP,pNAIP
APAF1,pAPAF1
CDCA8,pCDCA8
NEIL1,pNEIL1
LIG3,pLIG3
CACNA1E,pCACNA1E
AKAP3,pAKAP3
NCSTN,pNCSTN
NCLN,pNCLN
LRSAM1,pLRSAM1
ITGB1,pITGB1
PARD6A,pPARD6A
PARD3,pPARD3
DNM1,pDNM1
AURKB,pAURKB
SELL,pSELL
SUMO4,pSUMO4
VASN,pVASN
VPS37B,pVPS37B
VPS28,pVPS28
HELZ,pHELZ
SOD1,pSOD1
TINF2,pTINF2
ACD,pACD
CD3EAP,pCD3EAP
GTF2H5,pGTF2H5
GTF2H2,pGTF2H2
ERCC3,pERCC3
VIMP,pVIMP
DERL1,pDERL1
PIK3CA,pPIK3CA
PRKCB,pPRKCB
PRKCD,pPRKCD
PRKCE,pPRKCE
PRKACA,pPRKACA
RASGRP3,pRASGRP3
BTK,pBTK
ARID3A,pARID3A
RPL11,pRPL11
CDC42BPG,pCDC42BPG
ANKRD11,pANKRD11
TXLNB,pTXLNB
EHD2,pEHD2
AP1M2,pAP1M2
SCP2,pSCP2
YTHDC1,pYTHDC1
MED10,pMED10
MED9,pMED9
MED29,pMED29
MED19,pMED19
MED26,pMED26
KHSRP,pKHSRP
CACNB3,pCACNB3
NSD1,pNSD1
TXNL4B,pTXNL4B
INCA1,pINCA1
USP6NL,pUSP6NL
DNMT3B,pDNMT3B
NCAPG,pNCAPG
ARHGAP27,pARHGAP27
SH3KBP1,pSH3KBP1
SEH1L,pSEH1L
NUP107,pNUP107
NUP43,pNUP43
NUP37,pNUP37
ANAPC10,pANAPC10
PAX3,pPAX3
CABP1,pCABP1
CACNA1C,pCACNA1C
VGLL4,pVGLL4
PIAS3,pPIAS3
KLK7,pKLK7
ANKRD2,pANKRD2
TNNI3,pTNNI3
CLTCL1,pCLTCL1
SORBS2,pSORBS2
FLOT1,pFLOT1
TREML1,pTREML1
CMIP,pCMIP
ITGA7,pITGA7
NPC2,pNPC2
TSEN2,pTSEN2
TSEN34,pTSEN34
TSEN54,pTSEN54
CLP1,pCLP1
TSEN15,pTSEN15
DCTN1,pDCTN1
TLR9,pTLR9
PHACTR1,pPHACTR1
PPP1CA,pPPP1CA
NLRC4,pNLRC4
CASP1,pCASP1
ZDHHC23,pZDHHC23
BLOC1S1,pBLOC1S1
BLOC1S2,pBLOC1S2
BLOC1S3,pBLOC1S3
BLOC1S5,pBLOC1S5
BLOC1S4,pBLOC1S4
SNAPIN,pSNAPIN
TERF2IP,pTERF2IP
POP1,pPOP1
POP4,pPOP4
POP7,pPOP7
POP5,pPOP5
RPP14,pRPP14
RPP21,pRPP21
RPP25,pRPP25
RPP38,pRPP38
CHRDL2,pCHRDL2
PAWR,pPAWR
SLC5A7,pSLC5A7
SLC5A1,pSLC5A1
PRMT1,pPRMT1
FOXO3,pFOXO3
FOXO1,pFOXO1
FOXO4,pFOXO4
CASP2,pCASP2
PIDD1,pPIDD1
SLC9A3R1,pSLC9A3R1
OPRK1,pOPRK1
ARHGEF25,pARHGEF25
ND2,pND2
PRKCA,pPRKCA
MAPK3,pMAPK3
TAF15,pTAF15
CASK,pCASK
TICAM1,pTICAM1
RIPK1,pRIPK1
MLPH,pMLPH
ITCH,pITCH
AKAP9,pAKAP9
ALYREF,pALYREF
COG4,pCOG4
COG7,pCOG7
COG1,pCOG1
COG2,pCOG2
RHBDL2,pRHBDL2
DNTTIP2,pDNTTIP2
TSSK2,pTSSK2
TSKS,pTSKS
TNFRSF10B,pTNFRSF10B
PARP1,pPARP1
CLSTN1,pCLSTN1
RASIP1,pRASIP1
STX18,pSTX18
RINT1,pRINT1
ZW10,pZW10
SHB,pSHB
KCNJ12,pKCNJ12
KCNJ4,pKCNJ4
DLG1,pDLG1
GPR124,pGPR124
SOSTDC1,pSOSTDC1
MYOCD,pMYOCD
ULK2,pULK2
SDCBP,pSDCBP
RAB5A,pRAB5A
CXCR2,pCXCR2
ZYX,pZYX
LRP1,pLRP1
STX1A,pSTX1A
NGF,pNGF
MED25,pMED25
MED6,pMED6
AGO2,pAGO2
PAK1,pPAK1
ARHGEF2,pARHGEF2
TBP,pTBP
LIN7A,pLIN7A
LIN7B,pLIN7B
LIN7C,pLIN7C
UNC5CL,pUNC5CL
NUP214,pNUP214
PLAUR,pPLAUR
TRPC6,pTRPC6
SCN1B,pSCN1B
CEBPB,pCEBPB
MED23,pMED23
CDK8,pCDK8
NUB1,pNUB1
CD4,pCD4
SMURF2,pSMURF2
ZFAND5,pZFAND5
ARPC1B,pARPC1B
DET1,pDET1
RFWD2,pRFWD2
CA2,pCA2
BSN,pBSN
HSPH1,pHSPH1
RPSA,pRPSA
MYO5A,pMYO5A
KLF7,pKLF7
FBXO38,pFBXO38
PPARGC1A,pPPARGC1A
SLC31A2,pSLC31A2
CALCRL,pCALCRL
GABBR1,pGABBR1
CBFA2T3,pCBFA2T3
PIP5KL1,pPIP5KL1
MCF2L,pMCF2L
FOXP1,pFOXP1
FOXP2,pFOXP2
CLOCK,pCLOCK
UNC13D,pUNC13D
SPC25,pSPC25
FEZ2,pFEZ2
STARD13,pSTARD13
FEN1,pFEN1
LPAR2,pLPAR2
KLK13,pKLK13
COMMD1,pCOMMD1
SSR4,pSSR4
CCNL2,pCCNL2
MAPK7,pMAPK7
HIPK2,pHIPK2
TXNRD1,pTXNRD1
EHBP1,pEHBP1
PLD2,pPLD2
AQP3,pAQP3
ELANE,pELANE
NOTCH2NL,pNOTCH2NL
MAP3K7,pMAP3K7
TAB3,pTAB3
KLHL20,pKLHL20
DNAJC1,pDNAJC1
ATF3,pATF3
ING1,pING1
NECAP1,pNECAP1
NECAP2,pNECAP2
AP1G1,pAP1G1
GGA1,pGGA1
GRM3,pGRM3
EXOC5,pEXOC5
RNF128,pRNF128
OTUB1,pOTUB1
USP8,pUSP8
ABCC8,pABCC8
RIMS2,pRIMS2
NOL8,pNOL8
NIP7,pNIP7
SSRP1,pSSRP1
NEK9,pNEK9
ZHX2,pZHX2
ZHX3,pZHX3
ROCK1,pROCK1
SLC30A3,pSLC30A3
SRCIN1,pSRCIN1
RNF111,pRNF111
GNAI1,pGNAI1
SREBF1,pSREBF1
CBX1,pCBX1
CBX7,pCBX7
GLE1,pGLE1
NUP155,pNUP155
KAT2B,pKAT2B
NPAS2,pNPAS2
DLAT,pDLAT
RYR1,pRYR1
PHB,pPHB
CCL5,pCCL5
AKAP13,pAKAP13
MED1,pMED1
RGS16,pRGS16
ARHGEF1,pARHGEF1
PFDN1,pPFDN1
PFDN2,pPFDN2
PFDN5,pPFDN5
SCEL,pSCEL
LMAN1,pLMAN1
CDH11,pCDH11
DYRK1A,pDYRK1A
ZNF423,pZNF423
ARIH1,pARIH1
S100P,pS100P
POLR2E,pPOLR2E
TRPC1,pTRPC1
ZFYVE16,pZFYVE16
PYGO1,pPYGO1
EID2,pEID2
KLF5,pKLF5
RAD9B,pRAD9B
TIMELESS,pTIMELESS
TIPIN,pTIPIN
TXNDC17,pTXNDC17
RAD17,pRAD17
SMARCA2,pSMARCA2
TDRD7,pTDRD7
CKAP5,pCKAP5
KIF5A,pKIF5A
ATP1B1,pATP1B1
ATP1A1,pATP1A1
NTNG1,pNTNG1
AJAP1,pAJAP1
MARK4,pMARK4
TRPM7,pTRPM7
HSPB7,pHSPB7
HSPB2,pHSPB2
NDNL2,pNDNL2
DCAF7,pDCAF7
RAB3GAP1,pRAB3GAP1
RPH3AL,pRPH3AL
SKP2,pSKP2
CNTNAP1,pCNTNAP1
TRPC4AP,pTRPC4AP
UBE2B,pUBE2B
IKBKB,pIKBKB
CHUK,pCHUK
FBL,pFBL
NOTCH1,pNOTCH1
PAN2,pPAN2
RRM1,pRRM1
TTN,pTTN
ANKRD1,pANKRD1
DST,pDST
FHOD1,pFHOD1
CDC5L,pCDC5L
PSENEN,pPSENEN
APH1A,pAPH1A
SERPING1,pSERPING1
CA9,pCA9
NOTCH2,pNOTCH2
EPS8L1,pEPS8L1
EPS8L2,pEPS8L2
EPS8L3,pEPS8L3
MKL1,pMKL1
MKL2,pMKL2
STK39,pSTK39
SNRNP70,pSNRNP70
BAG4,pBAG4
APOBEC1,pAPOBEC1
ZAP70,pZAP70
IL6,pIL6
PSMC3,pPSMC3
HCK,pHCK
RAPGEF1,pRAPGEF1
UTS2B,pUTS2B
SETDB1,pSETDB1
FBXW7,pFBXW7
EGR2,pEGR2
FSCN1,pFSCN1
LDLRAP1,pLDLRAP1
APBB2,pAPBB2
ZBTB33,pZBTB33
EXOC2,pEXOC2
EXOC3,pEXOC3
ALG10B,pALG10B
GIT1,pGIT1
NRXN1,pNRXN1
RXFP4,pRXFP4
CEACAM1,pCEACAM1
IGF1,pIGF1
KEAP1,pKEAP1
MAP7,pMAP7
TRPV4,pTRPV4
TCF12,pTCF12
ARHGEF18,pARHGEF18
TJP2,pTJP2
OCLN,pOCLN
LHCGR,pLHCGR
MIB2,pMIB2
MORF4L2,pMORF4L2
DNMBP,pDNMBP
PHOX2A,pPHOX2A
SH3RF1,pSH3RF1
CETN2,pCETN2
CTSB,pCTSB
HSPA4,pHSPA4
P4HA3,pP4HA3
PDIA2,pPDIA2
DYRK1B,pDYRK1B
DRD3,pDRD3
DRD2,pDRD2
DRD4,pDRD4
CANX,pCANX
CXCL1,pCXCL1
CCL2,pCCL2
HOPX,pHOPX
MAP2K1,pMAP2K1
KSR2,pKSR2
CNTN2,pCNTN2
CNTNAP2,pCNTNAP2
LSM11,pLSM11
ARL1,pARL1
SPDYA,pSPDYA
SPINK7,pSPINK7
KCNA5,pKCNA5
SYT9,pSYT9
STXBP1,pSTXBP1
DNTT,pDNTT
PRPF19,pPRPF19
CD200,pCD200
TYK2,pTYK2
PRTN3,pPRTN3
XBP1,pXBP1
SHANK1,pSHANK1
JAM2,pJAM2
JAM3,pJAM3
TJP1,pTJP1
MMP9,pMMP9
APOE,pAPOE
CDYL,pCDYL
EGR1,pEGR1
STAT3,pSTAT3
MYOD1,pMYOD1
