protein,protein_id
ELOVL6,pELOVL6
SMAGP,pSMAGP
SLC26A5,pSLC26A5
ARMC10,pARMC10
SDR16C5,pSDR16C5
TRH,pTRH
MSANTD4,pMSANTD4
CEACAM3,pCEACAM3
ZNF672,pZNF672
C10orf35,pC10orf35
ZDHHC16,pZDHHC16
LURAP1,pLURAP1
KRTAP4-4,pKRTAP4-4
KRT27,pKRT27
ZBTB26,pZBTB26
ETFDH,pETFDH
OTP,pOTP
S100Z,pS100Z
PWWP2B,pPWWP2B
PRND,pPRND
TVP23B,pTVP23B
LRRC48,pLRRC48
ZNF554,pZNF554
KRCC1,pKRCC1
LCE1D,pLCE1D
C1QTNF4,pC1QTNF4
CERS6,pCERS6
CSDC2,pCSDC2
C2CD2L,pC2CD2L
EFCAB3,pEFCAB3
AGXT,pAGXT
NIPAL4,pNIPAL4
FNDC9,pFNDC9
LRRC20,pLRRC20
HOXC5,pHOXC5
NADSYN1,pNADSYN1
FAM222B,pFAM222B
MRPL57,pMRPL57
GPR151,pGPR151
DMRT2,pDMRT2
ZNF449,pZNF449
GPR148,pGPR148
XCR1,pXCR1
SLC19A1,pSLC19A1
SPDYE2B,pSPDYE2B
KRT28,pKRT28
C1QTNF1,pC1QTNF1
FAM46D,pFAM46D
ZDHHC24,pZDHHC24
ZNF80,pZNF80
EVX2,pEVX2
SLC16A13,pSLC16A13
GCSAM,pGCSAM
GOLT1A,pGOLT1A
ZNF497,pZNF497
TRAM1L1,pTRAM1L1
OR7D4,pOR7D4
YIF1A,pYIF1A
CNIH2,pCNIH2
OR10AG1,pOR10AG1
ZG16,pZG16
APITD1-CORT,pAPITD1-CORT
GPR152,pGPR152
UBQLNL,pUBQLNL
PRM1,pPRM1
ZNF77,pZNF77
KDF1,pKDF1
EIF4E1B,pEIF4E1B
SLC35E3,pSLC35E3
CALCB,pCALCB
ZDHHC21,pZDHHC21
ZNF613,pZNF613
ZNF683,pZNF683
UFSP1,pUFSP1
MYPOP,pMYPOP
SMIM19,pSMIM19
ZNF135,pZNF135
GJC3,pGJC3
SLCO3A1,pSLCO3A1
ZNF575,pZNF575
ACSF3,pACSF3
C8orf59,pC8orf59
DEFB103A,pDEFB103A
ZBTB34,pZBTB34
DEFB103B,pDEFB103B
GJD4,pGJD4
CLDN22,pCLDN22
TIMM22,pTIMM22
VCX2,pVCX2
ZNF620,pZNF620
TMEM187,pTMEM187
CCDC184,pCCDC184
ODF3,pODF3
ODF3B,pODF3B
DALRD3,pDALRD3
LCORL,pLCORL
GALNT11,pGALNT11
SLITRK1,pSLITRK1
SHISA3,pSHISA3
ZFAND2A,pZFAND2A
OTOS,pOTOS
GRINA,pGRINA
TRIM73,pTRIM73
OPLAH,pOPLAH
FAM101A,pFAM101A
TPRX1,pTPRX1
LGALS7B,pLGALS7B
ZNF552,pZNF552
C14orf39,pC14orf39
EXOC3L1,pEXOC3L1
FAM133A,pFAM133A
GGN,pGGN
ZNF664,pZNF664
TMEM31,pTMEM31
GPHB5,pGPHB5
ATOH7,pATOH7
LRRC3B,pLRRC3B
ZNF784,pZNF784
ZNF648,pZNF648
C14orf119,pC14orf119
ZNF48,pZNF48
TMEM86B,pTMEM86B
KCTD4,pKCTD4
HMHA1,pHMHA1
FUT7,pFUT7
PRF1,pPRF1
DEFB112,pDEFB112
C17orf47,pC17orf47
SLC25A42,pSLC25A42
SLC26A11,pSLC26A11
ZNF467,pZNF467
TMEM45A,pTMEM45A
TMIE,pTMIE
FDCSP,pFDCSP
YIPF6,pYIPF6
OR5AS1,pOR5AS1
ACTL9,pACTL9
WRB,pWRB
DEXI,pDEXI
TDRKH,pTDRKH
HHIPL1,pHHIPL1
ZAR1,pZAR1
PRR34,pPRR34
FIGN,pFIGN
TEX19,pTEX19
LHFPL1,pLHFPL1
VCX,pVCX
KRTAP11-1,pKRTAP11-1
C2orf82,pC2orf82
PPP1R27,pPPP1R27
BRICD5,pBRICD5
GSTA5,pGSTA5
KRTAP13-2,pKRTAP13-2
PLCXD3,pPLCXD3
GPR97,pGPR97
TMEM95,pTMEM95
SLC25A18,pSLC25A18
RIPPLY3,pRIPPLY3
TMEM119,pTMEM119
RIMBP3C,pRIMBP3C
SPDYE4,pSPDYE4
CCDC125,pCCDC125
BOLA2,pBOLA2
ZNF438,pZNF438
KRTAP8-1,pKRTAP8-1
TMEM50A,pTMEM50A
FIGLA,pFIGLA
PNMA3,pPNMA3
DGAT2L6,pDGAT2L6
TACSTD2,pTACSTD2
KRTAP19-1,pKRTAP19-1
FOXD4L1,pFOXD4L1
BEX5,pBEX5
CEND1,pCEND1
C14orf180,pC14orf180
KRTAP6-1,pKRTAP6-1
RBM43,pRBM43
TMEM121,pTMEM121
TMEM106A,pTMEM106A
KRT76,pKRT76
MYADML2,pMYADML2
HIST1H2BL,pHIST1H2BL
ZNF479,pZNF479
IFITM2,pIFITM2
NOTUM,pNOTUM
SPPL2C,pSPPL2C
OR7A17,pOR7A17
TMEM179B,pTMEM179B
LMNTD2,pLMNTD2
KRT79,pKRT79
SYN3,pSYN3
ZNF696,pZNF696
C11orf87,pC11orf87
CXorf38,pCXorf38
EVI2B,pEVI2B
FFAR3,pFFAR3
LCE3A,pLCE3A
LEMD1,pLEMD1
KRT73,pKRT73
NBPF6,pNBPF6
ANKRD46,pANKRD46
PRR30,pPRR30
UBL4B,pUBL4B
SAPCD2,pSAPCD2
SLC51B,pSLC51B
LCE5A,pLCE5A
LCE1E,pLCE1E
ZNF17,pZNF17
KRT26,pKRT26
SPATA12,pSPATA12
TMEM222,pTMEM222
CLCNKA,pCLCNKA
FOXD2,pFOXD2
SELV,pSELV
LCE1A,pLCE1A
KRTAP17-1,pKRTAP17-1
KRTAP22-1,pKRTAP22-1
KRTAP19-6,pKRTAP19-6
KRTAP6-2,pKRTAP6-2
KRTAP19-2,pKRTAP19-2
KRTAP19-4,pKRTAP19-4
KRTAP15-1,pKRTAP15-1
KRTAP13-4,pKRTAP13-4
KRTAP19-5,pKRTAP19-5
KRTAP23-1,pKRTAP23-1
KRTAP21-2,pKRTAP21-2
SLIT1,pSLIT1
H1FNT,pH1FNT
LCE2C,pLCE2C
LCE3B,pLCE3B
FAM9C,pFAM9C
KRTAP9-8,pKRTAP9-8
GJA4,pGJA4
FOXD4L3,pFOXD4L3
DPPA3,pDPPA3
SAMD11,pSAMD11
TMEM203,pTMEM203
SLC18A3,pSLC18A3
C9orf153,pC9orf153
SSX7,pSSX7
TMEM72,pTMEM72
HELT,pHELT
ASCL4,pASCL4
CLEC17A,pCLEC17A
DNER,pDNER
ZCCHC13,pZCCHC13
ZSCAN23,pZSCAN23
TPRG1,pTPRG1
RTP5,pRTP5
FAM25A,pFAM25A
COL4A5,pCOL4A5
KRTAP10-6,pKRTAP10-6
TMPPE,pTMPPE
HYKK,pHYKK
ZNF383,pZNF383
PRR19,pPRR19
INSC,pINSC
OR2G6,pOR2G6
KRTAP1-1,pKRTAP1-1
FAM72B,pFAM72B
FAM154B,pFAM154B
VWC2,pVWC2
SHISA6,pSHISA6
TMEM201,pTMEM201
CNR2,pCNR2
GJB3,pGJB3
VSTM1,pVSTM1
FAM25G,pFAM25G
NKAPL,pNKAPL
KRT77,pKRT77
KIAA0895L,pKIAA0895L
PLEKHG4,pPLEKHG4
KRTAP5-3,pKRTAP5-3
SRGAP2B,pSRGAP2B
ZNF34,pZNF34
ZNF774,pZNF774
SPANXD,pSPANXD
THEM5,pTHEM5
ZNF765,pZNF765
ZNF777,pZNF777
ZNF775,pZNF775
VKORC1L1,pVKORC1L1
KRT39,pKRT39
ZNF100,pZNF100
ZNF441,pZNF441
KRT35,pKRT35
LCE1C,pLCE1C
HIST1H3J,pHIST1H3J
ZSCAN5B,pZSCAN5B
GUCA2A,pGUCA2A
ZNF860,pZNF860
HIST1H3D,pHIST1H3D
ZNF628,pZNF628
PDCD1LG2,pPDCD1LG2
GOLGA6L9,pGOLGA6L9
ZNF84,pZNF84
ZNF667,pZNF667
TMEM229B,pTMEM229B
ZNF251,pZNF251
HSD17B11,pHSD17B11
KRTAP4-5,pKRTAP4-5
ZNF485,pZNF485
TMEM239,pTMEM239
TMEM207,pTMEM207
KRTAP4-1,pKRTAP4-1
RTP2,pRTP2
KCNRG,pKCNRG
SLC34A3,pSLC34A3
SFT2D1,pSFT2D1
CES1,pCES1
SFMBT2,pSFMBT2
SHISA4,pSHISA4
CCDC167,pCCDC167
EFCAB2,pEFCAB2
FAM229B,pFAM229B
LELP1,pLELP1
CXorf66,pCXorf66
LDLRAD1,pLDLRAD1
SYS1,pSYS1
TMEM57,pTMEM57
ERICH2,pERICH2
LAYN,pLAYN
TRIM49C,pTRIM49C
PSORS1C2,pPSORS1C2
KRTAP5-11,pKRTAP5-11
C9orf57,pC9orf57
KRTAP9-3,pKRTAP9-3
KRT25,pKRT25
PRR20B,pPRR20B
MS4A13,pMS4A13
SYCE1L,pSYCE1L
CTXN3,pCTXN3
KRTAP12-3,pKRTAP12-3
RGL3,pRGL3
SERF1B,pSERF1B
PPAPDC2,pPPAPDC2
KRTAP5-6,pKRTAP5-6
KRTAP5-2,pKRTAP5-2
KRTAP5-1,pKRTAP5-1
VGLL3,pVGLL3
PRR22,pPRR22
TAS2R19,pTAS2R19
KRTAP4-11,pKRTAP4-11
KRTAP2-3,pKRTAP2-3
FAM127C,pFAM127C
SFT2D2,pSFT2D2
FAM24B,pFAM24B
LEPROT,pLEPROT
S1PR3,pS1PR3
LEUTX,pLEUTX
NOTO,pNOTO
ARHGEF28,pARHGEF28
GAGE12G,pGAGE12G
TMEM167B,pTMEM167B
RNASEK,pRNASEK
KRTAP10-10,pKRTAP10-10
KRTAP1-3,pKRTAP1-3
RBMY1J,pRBMY1J
PRR20D,pPRR20D
PRR20C,pPRR20C
OR4F3,pOR4F3
CYP21A2,pCYP21A2
JRK,pJRK
SMIM1,pSMIM1
LCE1F,pLCE1F
KRTAP5-4,pKRTAP5-4
KIR3DL3,pKIR3DL3
PRAF2,pPRAF2
KRTAP5-7,pKRTAP5-7
CCDC13,pCCDC13
ZNF260,pZNF260
UBTFL1,pUBTFL1
CT45A1,pCT45A1
SPANXN2,pSPANXN2
GAS2L2,pGAS2L2
CCL4L2,pCCL4L2
SLC27A4,pSLC27A4
ASPN,pASPN
GREB1,pGREB1
CRB1,pCRB1
SLC16A4,pSLC16A4
TRPM2,pTRPM2
YDJC,pYDJC
CELF6,pCELF6
PEX5L,pPEX5L
SAMD12,pSAMD12
TTC36,pTTC36
KLHL5,pKLHL5
MDGA1,pMDGA1
IL13,pIL13
STYK1,pSTYK1
MT1G,pMT1G
XDH,pXDH
KANSL3,pKANSL3
PAQR9,pPAQR9
SEC14L1,pSEC14L1
VPS13A,pVPS13A
C1QL3,pC1QL3
UQCRHL,pUQCRHL
FER1L5,pFER1L5
HEATR9,pHEATR9
DENND3,pDENND3
ISPD,pISPD
EFCAB5,pEFCAB5
CFAP69,pCFAP69
C2orf78,pC2orf78
MGAT4D,pMGAT4D
EFCAB7,pEFCAB7
ZNF891,pZNF891
IQCF5,pIQCF5
HNRNPCL2,pHNRNPCL2
ZNF736,pZNF736
ENO4,pENO4
SMKR1,pSMKR1
GPR171,pGPR171
MAST4,pMAST4
IGSF3,pIGSF3
POLQ,pPOLQ
OR7A10,pOR7A10
SEMA3D,pSEMA3D
ADAMTS2,pADAMTS2
ECEL1,pECEL1
DCAF8L2,pDCAF8L2
EBLN1,pEBLN1
CPA3,pCPA3
HIST1H1D,pHIST1H1D
FLG,pFLG
LAMA2,pLAMA2
MTTP,pMTTP
RP1,pRP1
LOC102724334,pLOC102724334
HIST1H2BD,pHIST1H2BD
EML5,pEML5
COL16A1,pCOL16A1
HMGN3,pHMGN3
KIF4B,pKIF4B
HIST2H2BF,pHIST2H2BF
CDC42BPA,pCDC42BPA
ARMC3,pARMC3
OLFML2B,pOLFML2B
ANKRD40,pANKRD40
ZNF770,pZNF770
ALKBH5,pALKBH5
LRRC70,pLRRC70
CMC1,pCMC1
TXNRD3,pTXNRD3
FRAS1,pFRAS1
ANKRD31,pANKRD31
SLC43A3,pSLC43A3
NOA1,pNOA1
OR5A2,pOR5A2
FAM76A,pFAM76A
NDNF,pNDNF
DNAH5,pDNAH5
PRG4,pPRG4
HIST1H2BH,pHIST1H2BH
HIST1H2AH,pHIST1H2AH
ALPK3,pALPK3
HIST1H2AJ,pHIST1H2AJ
B3GAT2,pB3GAT2
LOC728637,pLOC728637
MACROD2,pMACROD2
NBAS,pNBAS
RGSL1,pRGSL1
NKX2-6,pNKX2-6
OR14I1,pOR14I1
URAD,pURAD
LRRIQ4,pLRRIQ4
COL6A6,pCOL6A6
FAM177B,pFAM177B
C17orf51,pC17orf51
ARHGAP28,pARHGAP28
LEKR1,pLEKR1
MROH2A,pMROH2A
POLRMT,pPOLRMT
ASTN1,pASTN1
ENPP3,pENPP3
KLRC4,pKLRC4
ZNF780A,pZNF780A
SPAG7,pSPAG7
KIAA0754,pKIAA0754
GLCE,pGLCE
OR4F21,pOR4F21
TGM6,pTGM6
SLFN14,pSLFN14
FAM157B,pFAM157B
RD3L,pRD3L
MT1HL1,pMT1HL1
HSD3B1,pHSD3B1
SI,pSI
HOXB3,pHOXB3
GGCX,pGGCX
MNX1,pMNX1
CCL11,pCCL11
NDUFV3,pNDUFV3
PRR36,pPRR36
FAM69C,pFAM69C
LRMP,pLRMP
MYBPC2,pMYBPC2
SLC44A4,pSLC44A4
AP1AR,pAP1AR
FRG2,pFRG2
PAMR1,pPAMR1
PLEKHG7,pPLEKHG7
SMIM15,pSMIM15
PTAR1,pPTAR1
MROH2B,pMROH2B
MGA,pMGA
GJA10,pGJA10
CTHRC1,pCTHRC1
TMEM87B,pTMEM87B
MPHOSPH9,pMPHOSPH9
CCDC7,pCCDC7
SPTBN5,pSPTBN5
IMPAD1,pIMPAD1
CCDC39,pCCDC39
MUC12,pMUC12
LNP1,pLNP1
SH3PXD2B,pSH3PXD2B
ZNF804B,pZNF804B
VWA3A,pVWA3A
PLEKHD1,pPLEKHD1
PCP4L1,pPCP4L1
VSTM2B,pVSTM2B
C4orf47,pC4orf47
ZSWIM8,pZSWIM8
ASCL5,pASCL5
FHAD1,pFHAD1
MYO9A,pMYO9A
SHISA9,pSHISA9
C5orf58,pC5orf58
PATL2,pPATL2
ZNF878,pZNF878
TMEM232,pTMEM232
CCDC180,pCCDC180
FSBP,pFSBP
GPR89B,pGPR89B
PPIAL4C,pPPIAL4C
FSIP2,pFSIP2
HECTD4,pHECTD4
TRIM77,pTRIM77
NCKAP5,pNCKAP5
CUX2,pCUX2
LECT2,pLECT2
ZNF536,pZNF536
TNRC18,pTNRC18
XPNPEP2,pXPNPEP2
ST18,pST18
ATP8B3,pATP8B3
SLIT3,pSLIT3
ZBED4,pZBED4
PHF2,pPHF2
ATP2C2,pATP2C2
MTRF1,pMTRF1
TMCC1,pTMCC1
SLITRK3,pSLITRK3
COL5A2,pCOL5A2
C6orf222,pC6orf222
PF4V1,pPF4V1
DBT,pDBT
LMOD1,pLMOD1
CYLC1,pCYLC1
CTSW,pCTSW
HUNK,pHUNK
FAM193A,pFAM193A
CYP4F3,pCYP4F3
SYCN,pSYCN
LOC93432,pLOC93432
CTC1,pCTC1
HKDC1,pHKDC1
ZNF718,pZNF718
C2CD3,pC2CD3
AASDH,pAASDH
ZNF385B,pZNF385B
TMEM196,pTMEM196
STXBP5,pSTXBP5
CCDC181,pCCDC181
KIAA1614,pKIAA1614
ANO1,pANO1
PLA2G4F,pPLA2G4F
LMBRD2,pLMBRD2
CDCA2,pCDCA2
ZNF585A,pZNF585A
ERICH5,pERICH5
PKD1L3,pPKD1L3
TRPM1,pTRPM1
COL23A1,pCOL23A1
TMTC1,pTMTC1
DNAH10,pDNAH10
GPR112,pGPR112
ZNF611,pZNF611
CEP112,pCEP112
CCDC63,pCCDC63
OR2T11,pOR2T11
TMC1,pTMC1
HPSE2,pHPSE2
PHF3,pPHF3
ZNF469,pZNF469
PPP1R36,pPPP1R36
JPH2,pJPH2
LRRC3,pLRRC3
KIAA1377,pKIAA1377
LRRD1,pLRRD1
CTAGE15,pCTAGE15
OTOL1,pOTOL1
SRRM5,pSRRM5
ACACB,pACACB
FLRT2,pFLRT2
BAIAP3,pBAIAP3
COL11A2,pCOL11A2
HMGN5,pHMGN5
COX10,pCOX10
ZNF181,pZNF181
DBX2,pDBX2
TMEM209,pTMEM209
DNAH6,pDNAH6
FAM120A,pFAM120A
ESYT3,pESYT3
PPIAL4F,pPPIAL4F
FAM227A,pFAM227A
HMGN4,pHMGN4
GTPBP6,pGTPBP6
TDRD6,pTDRD6
PLCH2,pPLCH2
MTIF2,pMTIF2
URB2,pURB2
ZIK1,pZIK1
MUM1L1,pMUM1L1
GLRA4,pGLRA4
DGKK,pDGKK
PRPF38B,pPRPF38B
SULF2,pSULF2
EXD1,pEXD1
ADAMTS19,pADAMTS19
OMA1,pOMA1
IMMP2L,pIMMP2L
PLEKHG4B,pPLEKHG4B
FGD3,pFGD3
ARHGAP30,pARHGAP30
HTR4,pHTR4
SEC62,pSEC62
SCN1A,pSCN1A
CRYM,pCRYM
CMYA5,pCMYA5
MYBPH,pMYBPH
MYOM2,pMYOM2
PDLIM3,pPDLIM3
PPP1R9A,pPPP1R9A
RNF214,pRNF214
PDGFRL,pPDGFRL
DUX1,pDUX1
GPR182,pGPR182
BDKRB1,pBDKRB1
CCR8,pCCR8
CCR9,pCCR9
HRH1,pHRH1
MC4R,pMC4R
NPSR1,pNPSR1
OXTR,pOXTR
TAAR1,pTAAR1
UCK1,pUCK1
BRPF3,pBRPF3
BRWD3,pBRWD3
CECR2,pCECR2
SP140,pSP140
TRIM66,pTRIM66
ARAP2,pARAP2
ARHGAP11A,pARHGAP11A
ARHGAP11B,pARHGAP11B
ARHGAP20,pARHGAP20
ARHGAP21,pARHGAP21
ARHGAP23,pARHGAP23
ARHGAP39,pARHGAP39
ARHGAP42,pARHGAP42
ARHGEF10L,pARHGEF10L
ARHGEF19,pARHGEF19
DOCK6,pDOCK6
ECT2L,pECT2L
FAM13B,pFAM13B
FARP1,pFARP1
PLEKHG1,pPLEKHG1
PLEKHG3,pPLEKHG3
STARD8,pSTARD8
SYDE2,pSYDE2
C8orf82,pC8orf82
APOO,pAPOO
RPUSD4,pRPUSD4
SLC25A51,pSLC25A51
VWA8,pVWA8
CCL1,pCCL1
CCL15,pCCL15
CCL16,pCCL16
CCL17,pCCL17
CCL24,pCCL24
CCL27,pCCL27
CCL4L1,pCCL4L1
CCL8,pCCL8
CXCL10,pCXCL10
CXCL17,pCXCL17
CXCL3,pCXCL3
CXCL6,pCXCL6
PPBP,pPPBP
ZCCHC2,pZCCHC2
MICAL3,pMICAL3
HEATR5B,pHEATR5B
CHRNB2,pCHRNB2
NTNG2,pNTNG2
CXorf67,pCXorf67
UNC5D,pUNC5D
TMEM259,pTMEM259
NUDT16,pNUDT16
CYP24A1,pCYP24A1
DPP6,pDPP6
LRP1B,pLRP1B
GHSR,pGHSR
STC1,pSTC1
TMEM192,pTMEM192
HTRA3,pHTRA3
RNF208,pRNF208
KCTD21,pKCTD21
CTNND2,pCTNND2
AGBL5,pAGBL5
FAM20C,pFAM20C
GJA3,pGJA3
DNAJB13,pDNAJB13
DNAJB3,pDNAJB3
DNAJB7,pDNAJB7
DNAJC16,pDNAJC16
DNAJC18,pDNAJC18
DNAJC22,pDNAJC22
DNAJC24,pDNAJC24
DNAJC25,pDNAJC25
DNAJC5B,pDNAJC5B
DNAJC5G,pDNAJC5G
JMJD4,pJMJD4
RPRD2,pRPRD2
HIST1H2AI,pHIST1H2AI
FLG2,pFLG2
C1orf68,pC1orf68
SERPINB12,pSERPINB12
CDY2A,pCDY2A
MCCC1,pMCCC1
DAW1,pDAW1
UBN2,pUBN2
ZNF514,pZNF514
SPRR1B,pSPRR1B
JMJD7,pJMJD7
PRH1,pPRH1
C15orf41,pC15orf41
PIWIL4,pPIWIL4
CMBL,pCMBL
HRNR,pHRNR
MTHFR,pMTHFR
PRDM9,pPRDM9
TDRD5,pTDRD5
SPRR2D,pSPRR2D
PIP,pPIP
PRDM13,pPRDM13
LEMD3,pLEMD3
STK31,pSTK31
ZC3H4,pZC3H4
ANGEL1,pANGEL1
CALML5,pCALML5
ZNF608,pZNF608
ZNF280D,pZNF280D
STT3A,pSTT3A
SPIN2A,pSPIN2A
HIST1H2AE,pHIST1H2AE
SPIN3,pSPIN3
MRPS21,pMRPS21
ZNF445,pZNF445
PURG,pPURG
MRPL30,pMRPL30
HGSNAT,pHGSNAT
ZNF146,pZNF146
FITM2,pFITM2
SPTLC1,pSPTLC1
ZNF292,pZNF292
ZNF296,pZNF296
SPRR2E,pSPRR2E
ATAD3C,pATAD3C
OR6K3,pOR6K3
C19orf68,pC19orf68
FIZ1,pFIZ1
TMLHE,pTMLHE
SLC7A5,pSLC7A5
AP3B2,pAP3B2
RLF,pRLF
SGCE,pSGCE
RNF113B,pRNF113B
RNF17,pRNF17
STK17A,pSTK17A
RNF148,pRNF148
TMED1,pTMED1
ATL1,pATL1
KLHL4,pKLHL4
DENND6A,pDENND6A
DHFRL1,pDHFRL1
METTL7A,pMETTL7A
SYNE3,pSYNE3
ABCG2,pABCG2
TREX2,pTREX2
LPPR4,pLPPR4
CDY1,pCDY1
PAGE4,pPAGE4
FAM47E,pFAM47E
OR10H2,pOR10H2
PABPC5,pPABPC5
C2CD4A,pC2CD4A
ANKRD22,pANKRD22
OR4N2,pOR4N2
SHOX,pSHOX
FAM163B,pFAM163B
TMEM63C,pTMEM63C
DEFB110,pDEFB110
LANCL3,pLANCL3
TMPRSS13,pTMPRSS13
CCT8L2,pCCT8L2
TTYH1,pTTYH1
MEI1,pMEI1
RNF149,pRNF149
SLC22A4,pSLC22A4
OR2L13,pOR2L13
H2AFB2,pH2AFB2
TMEM169,pTMEM169
NAV3,pNAV3
ZNF653,pZNF653
GREM2,pGREM2
ART1,pART1
PCDHB1,pPCDHB1
C3orf18,pC3orf18
KIAA1211,pKIAA1211
ANKRD20A1,pANKRD20A1
ACAP3,pACAP3
EFCAB1,pEFCAB1
MFAP5,pMFAP5
GPIHBP1,pGPIHBP1
PCDHB6,pPCDHB6
CEACAM8,pCEACAM8
OR2A4,pOR2A4
GPR27,pGPR27
LRRC73,pLRRC73
KAZALD1,pKAZALD1
OR1M1,pOR1M1
XXYLT1,pXXYLT1
TEX36,pTEX36
MPLKIP,pMPLKIP
SLC39A3,pSLC39A3
CNGA4,pCNGA4
KCNMB3,pKCNMB3
OCM2,pOCM2
CD8B,pCD8B
DGCR2,pDGCR2
SEMA3E,pSEMA3E
PIGN,pPIGN
SORCS2,pSORCS2
EPHX4,pEPHX4
AP5S1,pAP5S1
DCANP1,pDCANP1
H2AFB3,pH2AFB3
C1QTNF9B,pC1QTNF9B
CCDC96,pCCDC96
C1QTNF7,pC1QTNF7
EFNA4,pEFNA4
SAA1,pSAA1
MFAP4,pMFAP4
SLC22A15,pSLC22A15
ATP13A3,pATP13A3
LCN9,pLCN9
LCTL,pLCTL
MRPS18C,pMRPS18C
CRLF2,pCRLF2
PROK2,pPROK2
NRSN1,pNRSN1
MRPL33,pMRPL33
SLC5A6,pSLC5A6
HIST1H3G,pHIST1H3G
P2RY10,pP2RY10
DEFB123,pDEFB123
SBK1,pSBK1
GTSF1L,pGTSF1L
CLEC12B,pCLEC12B
HIST1H2BE,pHIST1H2BE
YBX2,pYBX2
LRRC55,pLRRC55
DEFB136,pDEFB136
OR10J5,pOR10J5
MICU3,pMICU3
ANGPT4,pANGPT4
DUOXA2,pDUOXA2
FAM69A,pFAM69A
CCDC140,pCCDC140
TACR3,pTACR3
CFAP57,pCFAP57
NMS,pNMS
CHRNB1,pCHRNB1
ATP8B4,pATP8B4
OR10H1,pOR10H1
TAS2R31,pTAS2R31
C20orf197,pC20orf197
SMIM5,pSMIM5
OC90,pOC90
PFN3,pPFN3
NSUN3,pNSUN3
PLA2G2D,pPLA2G2D
SLC26A6,pSLC26A6
FCN3,pFCN3
GLI4,pGLI4
CHIC1,pCHIC1
CTXN1,pCTXN1
H1FOO,pH1FOO
HPS5,pHPS5
HIST1H3F,pHIST1H3F
HTR3B,pHTR3B
C7orf34,pC7orf34
SFSWAP,pSFSWAP
IL17F,pIL17F
UGT1A5,pUGT1A5
ZNF284,pZNF284
MS4A15,pMS4A15
ZAR1L,pZAR1L
MAP10,pMAP10
CLSTN2,pCLSTN2
GRIN2C,pGRIN2C
H2AFJ,pH2AFJ
BACE2,pBACE2
PCDHGC4,pPCDHGC4
CCDC9,pCCDC9
OR6M1,pOR6M1
HIST1H2AM,pHIST1H2AM
ZNF658,pZNF658
B3GNT8,pB3GNT8
GCG,pGCG
C9orf85,pC9orf85
TECTB,pTECTB
IFI27L1,pIFI27L1
UCN3,pUCN3
ZDHHC12,pZDHHC12
B3GALT5,pB3GALT5
SLURP1,pSLURP1
ALPK2,pALPK2
GPR64,pGPR64
TUBD1,pTUBD1
PALD1,pPALD1
INSL4,pINSL4
SOWAHB,pSOWAHB
CDH12,pCDH12
C15orf59,pC15orf59
TLR8,pTLR8
NKAIN1,pNKAIN1
AIF1,pAIF1
CYS1,pCYS1
SPANXB1,pSPANXB1
RASEF,pRASEF
TMEM126A,pTMEM126A
NIPAL1,pNIPAL1
FAM19A5,pFAM19A5
CRYGN,pCRYGN
CGREF1,pCGREF1
OR10S1,pOR10S1
CCDC102A,pCCDC102A
HIST1H4B,pHIST1H4B
CCNO,pCCNO
SPATA33,pSPATA33
CHST5,pCHST5
C1orf54,pC1orf54
METTL10,pMETTL10
DHRS3,pDHRS3
OR51E1,pOR51E1
VNN1,pVNN1
FANCD2OS,pFANCD2OS
HIST1H2BI,pHIST1H2BI
NUPL2,pNUPL2
CHRNB4,pCHRNB4
LRTM2,pLRTM2
ZNF154,pZNF154
PLEKHM3,pPLEKHM3
OR2M7,pOR2M7
EGFLAM,pEGFLAM
C9orf152,pC9orf152
HORMAD2,pHORMAD2
TMSB4Y,pTMSB4Y
YJEFN3,pYJEFN3
C19orf38,pC19orf38
NDUFA1,pNDUFA1
PCDHGB2,pPCDHGB2
IGFBPL1,pIGFBPL1
C1orf189,pC1orf189
RARRES1,pRARRES1
PSD2,pPSD2
MCOLN2,pMCOLN2
NAA30,pNAA30
TAS1R3,pTAS1R3
SLC24A3,pSLC24A3
OPALIN,pOPALIN
TMEM136,pTMEM136
OR13J1,pOR13J1
GFRA3,pGFRA3
CLEC4A,pCLEC4A
PIGR,pPIGR
WDR27,pWDR27
CIB2,pCIB2
EVA1B,pEVA1B
BDH2,pBDH2
IL36G,pIL36G
IGFL3,pIGFL3
CXorf40A,pCXorf40A
SIDT2,pSIDT2
NAT8B,pNAT8B
LMAN1L,pLMAN1L
ITFG3,pITFG3
OR13C3,pOR13C3
C1QTNF8,pC1QTNF8
ASIP,pASIP
TPST2,pTPST2
TCEAL7,pTCEAL7
HIST1H3I,pHIST1H3I
EDDM3A,pEDDM3A
PLCD3,pPLCD3
FAM120AOS,pFAM120AOS
GAL3ST2,pGAL3ST2
TRIM61,pTRIM61
ADCY8,pADCY8
PADI6,pPADI6
EBF2,pEBF2
CCDC142,pCCDC142
AVPR1B,pAVPR1B
RGS9BP,pRGS9BP
GPR113,pGPR113
CLRN2,pCLRN2
OSTN,pOSTN
N4BP2L1,pN4BP2L1
OR6T1,pOR6T1
SPANXN4,pSPANXN4
LRRTM4,pLRRTM4
ABHD16B,pABHD16B
PAGE2,pPAGE2
REEP3,pREEP3
CST8,pCST8
PCDHGA7,pPCDHGA7
BOD1L2,pBOD1L2
ISCA1,pISCA1
SLC9A8,pSLC9A8
TMEM176B,pTMEM176B
NXPE2,pNXPE2
PCDHA11,pPCDHA11
