protein,protein_id
Kptn,pKptn
Tg,pTg
Maea,pMaea
Ypel4,pYpel4
Xrcc1,pXrcc1
Klhl41,pKlhl41
Myh1,pMyh1
Txlnb,pTxlnb
Pld2,pPld2
Arfgap2,pArfgap2
Myh4,pMyh4
Pla2g7,pPla2g7
Arhgap23,pArhgap23
Arhgap30,pArhgap30
Arhgef18,pArhgef18
Arhgef28,pArhgef28
Rapgefl1,pRapgefl1
Ncapg2,pNcapg2
Plk4,pPlk4
Arhgap21,pArhgap21
Arhgap26,pArhgap26
Arhgap40,pArhgap40
Dab2ip,pDab2ip
Dnmbp,pDnmbp
Gnas,pGnas
Prickle1,pPrickle1
Prickle2,pPrickle2
Ralbp1,pRalbp1
Slmap,pSlmap
Arhgap28,pArhgap28
Arhgap15,pArhgap15
Akap13,pAkap13
Cyp2a12,pCyp2a12
Pias3,pPias3
Slc7a2,pSlc7a2
Ugcg,pUgcg
Arhgap25,pArhgap25
Arhgap5,pArhgap5
Fcho2,pFcho2
Lhx5,pLhx5
Lman2l,pLman2l
Pde6b,pPde6b
Spopl,pSpopl
Ell3,pEll3
Lama3,pLama3
Dock5,pDock5
Arhgap19,pArhgap19
Strip2,pStrip2
Arhgef17,pArhgef17
Arhgef5,pArhgef5
Alms1,pAlms1
Arhgef10,pArhgef10
Plekhg6,pPlekhg6
Rapgef5,pRapgef5
Garnl3,pGarnl3
Ralgapa2,pRalgapa2
Daam1,pDaam1
1110008P14Rik,p1110008P14Rik
Fgd4,pFgd4
Prex1,pPrex1
Srgap1,pSrgap1
Pou2f3,pPou2f3
Ankmy2,pAnkmy2
Dtl,pDtl
Card14,pCard14
Nell1,pNell1
Vps13a,pVps13a
Vps9d1,pVps9d1
Celsr1,pCelsr1
Fam170a,pFam170a
Mga,pMga
Thg1l,pThg1l
Anp32b,pAnp32b
Fermt3,pFermt3
Krt36,pKrt36
Brd2,pBrd2
Kdm6a,pKdm6a
Phf20,pPhf20
Pkn1,pPkn1
Pydc3,pPydc3
Taf1,pTaf1
Stom,pStom
Arhgap11a,pArhgap11a
Cspp1,pCspp1
Espl1,pEspl1
Iqce,pIqce
Kif23,pKif23
Mki67,pMki67
Ncaph,pNcaph
Rin3,pRin3
Smc4,pSmc4
Speg,pSpeg
Xylt1,pXylt1
Zcchc11,pZcchc11
Zdbf2,pZdbf2
Pnpla7,pPnpla7
Atg2a,pAtg2a
Isoc1,pIsoc1
Blm,pBlm
Rfc1,pRfc1
Atp2c1,pAtp2c1
Krt4,pKrt4
Mypn,pMypn
Tnni2,pTnni2
Bod1,pBod1
Gimap3,pGimap3
Oxa1l,pOxa1l
Lama5,pLama5
Snx1,pSnx1
Glb1l2,pGlb1l2
Slc30a9,pSlc30a9
Ubr4,pUbr4
Gpatch8,pGpatch8
Kif3c,pKif3c
Uba1y,pUba1y
Cfp,pCfp
Flt4,pFlt4
Spats1,pSpats1
Flywch2,pFlywch2
Edrf1,pEdrf1
Itih5,pItih5
Iqsec2,pIqsec2
Map3k15,pMap3k15
Acpp,pAcpp
Atad5,pAtad5
Pappa,pPappa
Smarca1,pSmarca1
Supt16,pSupt16
Hkdc1,pHkdc1
Pdss1,pPdss1
Aldob,pAldob
Bbs9,pBbs9
Cactin,pCactin
Cdk12,pCdk12
Cwc22,pCwc22
Hectd1,pHectd1
Hnrnpm,pHnrnpm
Htatsf1,pHtatsf1
Prpf4b,pPrpf4b
Slu7,pSlu7
Smu1,pSmu1
Snrnp40,pSnrnp40
Snrnp70,pSnrnp70
Spen,pSpen
Srsf7,pSrsf7
Thoc2,pThoc2
1110037F02Rik,p1110037F02Rik
Rsl1d1,pRsl1d1
Rgs9,pRgs9
Mlxip,pMlxip
Myo1d,pMyo1d
Clk1,pClk1
Clk3,pClk3
Smarcad1,pSmarcad1
Fat2,pFat2
Apba3,pApba3
Lta,pLta
4932438A13Rik,p4932438A13Rik
Col4a1,pCol4a1
Bnip2,pBnip2
Casp8ap2,pCasp8ap2
St3gal4,pSt3gal4
Rad51b,pRad51b
Chd7,pChd7
Klhl7,pKlhl7
Fkbp10,pFkbp10
Fut11,pFut11
P4htm,pP4htm
Tmx3,pTmx3
Mroh2a,pMroh2a
Cenpi,pCenpi
Incenp,pIncenp
Mis18bp1,pMis18bp1
Pbrm1,pPbrm1
Seh1l,pSeh1l
Slc25a24,pSlc25a24
Spag5,pSpag5
Tex14,pTex14
Zwilch,pZwilch
Bccip,pBccip
Sfi1,pSfi1
Phka2,pPhka2
Lgmn,pLgmn
Ttf2,pTtf2
Hc,pHc
Nt5c3b,pNt5c3b
Agrn,pAgrn
Dnajb5,pDnajb5
Megf8,pMegf8
Cacna2d1,pCacna2d1
Nalcn,pNalcn
Ryr1,pRyr1
Dhx8,pDhx8
Lsm7,pLsm7
Paxbp1,pPaxbp1
Prpf3,pPrpf3
Snrnp27,pSnrnp27
Snrpc,pSnrpc
Thoc1,pThoc1
Cyp2c29,pCyp2c29
Cyp2u1,pCyp2u1
Cyp4b1,pCyp4b1
Lrrc7,pLrrc7
Plekha7,pPlekha7
Cyp4f18,pCyp4f18
Ece2,pEce2
Zbtb9,pZbtb9
Thumpd3,pThumpd3
Xpo7,pXpo7
Clpb,pClpb
Utp20,pUtp20
Apaf1,pApaf1
Tnfrsf23,pTnfrsf23
Tnfsf15,pTnfsf15
Nol8,pNol8
Plb1,pPlb1
Catsperb,pCatsperb
Sh2d4b,pSh2d4b
Cryz,pCryz
Cep135,pCep135
Dact1,pDact1
Ppp1r3a,pPpp1r3a
Rgag1,pRgag1
Topaz1,pTopaz1
Zmym4,pZmym4
Naa35,pNaa35
Ccdc114,pCcdc114
Cbx4,pCbx4
Kdm3a,pKdm3a
Trank1,pTrank1
Commd2,pCommd2
Ak7,pAk7
Casc1,pCasc1
Wdr19,pWdr19
Aggf1,pAggf1
Slc22a1,pSlc22a1
Pkp4,pPkp4
Ect2,pEct2
Dpp4,pDpp4
Cdk11b,pCdk11b
Cog6,pCog6
Cyp1a2,pCyp1a2
Diap1,pDiap1
Fhdc1,pFhdc1
Fkbp8,pFkbp8
Lpcat1,pLpcat1
Pcid2,pPcid2
Prpf18,pPrpf18
Rmnd5a,pRmnd5a
Cyp21a1,pCyp21a1
Ccdc73,pCcdc73
Klhdc8a,pKlhdc8a
Myo3a,pMyo3a
Sh3d21,pSh3d21
Gp1ba,pGp1ba
Il13ra2,pIl13ra2
Atp6ap1,pAtp6ap1
Dnase2a,pDnase2a
Fbn1,pFbn1
Ltbp1,pLtbp1
Nell2,pNell2
Scube1,pScube1
Ppp1r12c,pPpp1r12c
Cdc42bpa,pCdc42bpa
Pnn,pPnn
Mapk11,pMapk11
Mcm4,pMcm4
Mcm7,pMcm7
Mcmbp,pMcmbp
Cdca7l,pCdca7l
Nipbl,pNipbl
Sgol2,pSgol2
Drc1,pDrc1
Stk36,pStk36
Dmbt1,pDmbt1
Mmrn1,pMmrn1
Med13l,pMed13l
Med23,pMed23
Asprv1,pAsprv1
Ncapd3,pNcapd3
Dnajc21,pDnajc21
Bub1,pBub1
Zbtb4,pZbtb4
Cenpk,pCenpk
Cenpq,pCenpq
Cobll1,pCobll1
Hjurp,pHjurp
Nup107,pNup107
Nup93,pNup93
Sec13,pSec13
Sgol1,pSgol1
Zc3h13,pZc3h13
Cenpu,pCenpu
Meaf6,pMeaf6
Apitd1,pApitd1
Ncapd2,pNcapd2
Smc2,pSmc2
Fbf1,pFbf1
Odf2,pOdf2
Stim2,pStim2
Crtc2,pCrtc2
Amer1,pAmer1
Ccdc88c,pCcdc88c
Tanc2,pTanc2
Cep295,pCep295
Ccnt2,pCcnt2
Pde8a,pPde8a
Prkag2,pPrkag2
Ptprk,pPtprk
Fam179a,pFam179a
Krt1,pKrt1
Krt10,pKrt10
Sbsn,pSbsn
Ythdc2,pYthdc2
Muc13,pMuc13
Ryr3,pRyr3
Ddx10,pDdx10
Dis3,pDis3
Pwp1,pPwp1
Gpr31b,pGpr31b
Atg14,pAtg14
Ssh1,pSsh1
Uhrf1bp1l,pUhrf1bp1l
Chmp1a,pChmp1a
2610002M06Rik,p2610002M06Rik
Mitd1,pMitd1
Exoc4,pExoc4
Exoc8,pExoc8
Slc26a1,pSlc26a1
Cep57l1,pCep57l1
Dna2,pDna2
Pole2,pPole2
Setd2,pSetd2
Nedd1,pNedd1
Sap30,pSap30
Scrg1,pScrg1
Xirp2,pXirp2
Pnpla6,pPnpla6
Clcn6,pClcn6
Vps8,pVps8
Pde9a,pPde9a
Safb,pSafb
Ehbp1,pEhbp1
Nav3,pNav3
Specc1l,pSpecc1l
Helb,pHelb
Primpol,pPrimpol
Wrn,pWrn
Ift88,pIft88
Ttc30a2,pTtc30a2
Rbm5,pRbm5
Cnga1,pCnga1
Gucy2e,pGucy2e
Xrn1,pXrn1
Cog2,pCog2
Cog7,pCog7
Col12a1,pCol12a1
Col2a1,pCol2a1
Mybpc2,pMybpc2
Col11a1,pCol11a1
Fstl1,pFstl1
Fbln2,pFbln2
Sell,pSell
Col4a2,pCol4a2
Dcst1,pDcst1
Furin,pFurin
Alcam,pAlcam
Enam,pEnam
Fbln1,pFbln1
Hspg2,pHspg2
Nid1,pNid1
Serpinh1,pSerpinh1
Cercam,pCercam
Adamts12,pAdamts12
Fmod,pFmod
Cnot1,pCnot1
Sacm1l,pSacm1l
F7,pF7
Habp2,pHabp2
Proc,pProc
Tmprss11a,pTmprss11a
Tmprss11c,pTmprss11c
Tmprss4,pTmprss4
Tmprss6,pTmprss6
Tmprss7,pTmprss7
Nr1h2,pNr1h2
Hccs,pHccs
Cpa3,pCpa3
Lipk,pLipk
Rasgef1b,pRasgef1b
Slc26a7,pSlc26a7
Slc2a2,pSlc2a2
Aff1,pAff1
Cpd,pCpd
Otc,pOtc
Wnk4,pWnk4
Ccsap,pCcsap
Mpp4,pMpp4
Ppef2,pPpef2
Atf6,pAtf6
Grifin,pGrifin
Tdrd3,pTdrd3
Anxa4,pAnxa4
Slc4a2,pSlc4a2
Lrrcc1,pLrrcc1
Xpo1,pXpo1
Zfp37,pZfp37
Zfp58,pZfp58
Zfp382,pZfp382
Zfp652,pZfp652
Zfp667,pZfp667
Zfp697,pZfp697
Zfp710,pZfp710
Zscan21,pZscan21
Ints1,pInts1
Ints3,pInts3
Prpf31,pPrpf31
Ndor1,pNdor1
Cpsf2,pCpsf2
Depdc5,pDepdc5
Rnf40,pRnf40
F5,pF5
Ildr2,pIldr2
Gif,pGif
Krt24,pKrt24
Wdr76,pWdr76
Dcun1d5,pDcun1d5
Luzp1,pLuzp1
Bcas2,pBcas2
Sf3a3,pSf3a3
Tfip11,pTfip11
2310036O22Rik,p2310036O22Rik
Crnkl1,pCrnkl1
Gramd1b,pGramd1b
Tet3,pTet3
Arhgap39,pArhgap39
Sel1l2,pSel1l2
Muc19,pMuc19
Ppip5k1,pPpip5k1
Ctsg,pCtsg
Cyp17a1,pCyp17a1
Cyp3a25,pCyp3a25
Slc27a2,pSlc27a2
Cyp27b1,pCyp27b1
Mug2,pMug2
Pdk4,pPdk4
Igfn1,pIgfn1
Aasdh,pAasdh
Adipor2,pAdipor2
Ces1g,pCes1g
Cyp20a1,pCyp20a1
Cyp2r1,pCyp2r1
Fmo4,pFmo4
Gnat3,pGnat3
Krt15,pKrt15
Daam2,pDaam2
Fmnl2,pFmnl2
Fmnl3,pFmnl3
Kif20b,pKif20b
Drp2,pDrp2
Egflam,pEgflam
Rapsn,pRapsn
Lrrk1,pLrrk1
Ccdc158,pCcdc158
Dcaf11,pDcaf11
Dda1,pDda1
Farp2,pFarp2
Bicd2,pBicd2
Bmx,pBmx
Ppp4r2,pPpp4r2
Aasdhppt,pAasdhppt
Csmd3,pCsmd3
Prf1,pPrf1
Tma16,pTma16
Prss2,pPrss2
Ccnl1,pCcnl1
Irf2bp2,pIrf2bp2
Dennd4c,pDennd4c
Dennd5a,pDennd5a
Dennd5b,pDennd5b
Madd,pMadd
Map3k19,pMap3k19
Dennd3,pDennd3
Hmgb3,pHmgb3
Mogat2,pMogat2
Trim36,pTrim36
Btf3,pBtf3
Top1,pTop1
Gstm3,pGstm3
2700029M09Rik,p2700029M09Rik
Lin28a,pLin28a
Morc2a,pMorc2a
Ccnl2,pCcnl2
Fmn2,pFmn2
Fmnl1,pFmnl1
Cep63,pCep63
Gnptab,pGnptab
Olfm1,pOlfm1
Rbsn,pRbsn
Dlgap2,pDlgap2
Shank2,pShank2
Tanc1,pTanc1
Defa26,pDefa26
Ccdc18,pCcdc18
Nadsyn1,pNadsyn1
Hydin,pHydin
Kif27,pKif27
Wdr34,pWdr34
Fam214b,pFam214b
Tcf19,pTcf19
Edem1,pEdem1
Foxred2,pFoxred2
Rp1,pRp1
Fmo3,pFmo3
Tex15,pTex15
Dock8,pDock8
Lrch1,pLrch1
Hba-x,pHba-x
Pdrg1,pPdrg1
Uri1,pUri1
Ghrh,pGhrh
Xrcc6,pXrcc6
Epb4.1l4a,pEpb4.1l4a
Kdm4d,pKdm4d
Mapkapk5,pMapkapk5
Nop16,pNop16
Polb,pPolb
Wbscr22,pWbscr22
Mettl10,pMettl10
En2,pEn2
Smo,pSmo
Lyrm2,pLyrm2
Clmn,pClmn
Dock4,pDock4
Ktn1,pKtn1
Mical2,pMical2
Ptchd4,pPtchd4
Dtnb,pDtnb
Dusp27,pDusp27
Epx,pEpx
Tchp,pTchp
Trim58,pTrim58
Tmem63b,pTmem63b
4932418E24Rik,p4932418E24Rik
Ice1,pIce1
Ice2,pIce2
Msl3,pMsl3
Rnf169,pRnf169
Serpine1,pSerpine1
Sipa1l1,pSipa1l1
Sipa1l2,pSipa1l2
Tceal1,pTceal1
Tmed5,pTmed5
Troap,pTroap
Sorl1,pSorl1
Peg10,pPeg10
Rpl15,pRpl15
Scyl2,pScyl2
Ece1,pEce1
Ptchd2,pPtchd2
Gareml,pGareml
Myo1b,pMyo1b
Pi4k2a,pPi4k2a
Igf2r,pIgf2r
Zfyve16,pZfyve16
Itgae,pItgae
Nrde2,pNrde2
Hars2,pHars2
Zfml,pZfml
Pbld2,pPbld2
Mttp,pMttp
Abhd17a,pAbhd17a
Ctnna3,pCtnna3
Mier1,pMier1
Zeb2,pZeb2
Oas2,pOas2
Abcb7,pAbcb7
Eif1,pEif1
Pkn2,pPkn2
Ranbp2,pRanbp2
Abi3,pAbi3
Mgmt,pMgmt
Dcp1b,pDcp1b
Pask,pPask
Rngtt,pRngtt
Myl6b,pMyl6b
Lcn2,pLcn2
Kdm2a,pKdm2a
Unc79,pUnc79
Elmo1,pElmo1
Rexo1,pRexo1
Eif2b4,pEif2b4
Terf2,pTerf2
Arhgef12,pArhgef12
Enpp1,pEnpp1
Tbc1d4,pTbc1d4
Lphn3,pLphn3
AU022252,pAU022252
Cpsf7,pCpsf7
Lsm14b,pLsm14b
Mical3,pMical3
Mylip,pMylip
Tbkbp1,pTbkbp1
Ddr1,pDdr1
Map3k13,pMap3k13
Mertk,pMertk
Arvcf,pArvcf
Lrrc8b,pLrrc8b
Slc5a6,pSlc5a6
Pan2,pPan2
Krt84,pKrt84
Top2a,pTop2a
Fbxo11,pFbxo11
Fbxl5,pFbxl5
Krt2,pKrt2
Krt5,pKrt5
Lrp12,pLrp12
Ccnb3,pCcnb3
Rala,pRala
Rpusd4,pRpusd4
Ncf4,pNcf4
Slc25a23,pSlc25a23
Col23a1,pCol23a1
Hbs1l,pHbs1l
Zfp598,pZfp598
Iqsec1,pIqsec1
9430020K01Rik,p9430020K01Rik
Lmnb2,pLmnb2
Mios,pMios
Ttc7,pTtc7
Ext2,pExt2
Gzmg,pGzmg
Ncbp2,pNcbp2
Stox2,pStox2
AK129341,pAK129341
Cep70,pCep70
Pecam1,pPecam1
Fam83h,pFam83h
Zswim8,pZswim8
Bdp1,pBdp1
Helq,pHelq
Pds5b,pPds5b
Sgsm1,pSgsm1
Fancf,pFancf
Zbbx,pZbbx
Fam110b,pFam110b
Fam199x,pFam199x
Farp1,pFarp1
Fastkd5,pFastkd5
Abcc1,pAbcc1
Yipf3,pYipf3
Zc3h12c,pZc3h12c
Ctgf,pCtgf
Lama2,pLama2
Svep1,pSvep1
Usp47,pUsp47
Kif16b,pKif16b
Elp6,pElp6
Prss12,pPrss12
Ccnf,pCcnf
Dyrk2,pDyrk2
B3gnt1,pB3gnt1
Colgalt2,pColgalt2
Pomgnt2,pPomgnt2
Sil1,pSil1
Ttc17,pTtc17
Wwc1,pWwc1
Arhgef19,pArhgef19
Csrp3,pCsrp3
Fgd6,pFgd6
Ngef,pNgef
Srgap2,pSrgap2
Phex,pPhex
Fgf4,pFgf4
Cenpj,pCenpj
Traf3ip3,pTraf3ip3
F13a1,pF13a1
Plekhf2,pPlekhf2
Qrich1,pQrich1
Zfp326,pZfp326
Krt18,pKrt18
Usp49,pUsp49
Camk2d,pCamk2d
Phldb2,pPhldb2
Sgcd,pSgcd
Fmo5,pFmo5
Xkr7,pXkr7
Krt19,pKrt19
Sfxn5,pSfxn5
Dsg3,pDsg3
Mon1b,pMon1b
Ptpn18,pPtpn18
Tbc1d25,pTbc1d25
Tfrc,pTfrc
Gabrg2,pGabrg2
Kif1b,pKif1b
Eml3,pEml3
Astn1,pAstn1
Irf2bpl,pIrf2bpl
Tmem131,pTmem131
Zfp609,pZfp609
Tmprss13,pTmprss13
Kdelr1,pKdelr1
Aftph,pAftph
Sh3bp4,pSh3bp4
Nms,pNms
Zfp27,pZfp27
Zfp568,pZfp568
Zbtb14,pZbtb14
Gzf1,pGzf1
Zfp28,pZfp28
Zscan10,pZscan10
Klf12,pKlf12
Prdm4,pPrdm4
Zfp120,pZfp120
Zfp62,pZfp62
Psd,pPsd
Rcn1,pRcn1
Gnat1,pGnat1
Rgs12,pRgs12
Gak,pGak
Ccdc150,pCcdc150
Fam207a,pFam207a
Rbm41,pRbm41
Dek,pDek
Slit1,pSlit1
Wnt7b,pWnt7b
Col18a1,pCol18a1
Lrsam1,pLrsam1
Cd72,pCd72
Insc,pInsc
Apex2,pApex2
Atp13a3,pAtp13a3
Grm1,pGrm1
Exoc7,pExoc7
Grid2,pGrid2
Cspg4,pCspg4
Sclt1,pSclt1
Grm4,pGrm4
Grm7,pGrm7
Dhfr,pDhfr
Fam208a,pFam208a
Man1a2,pMan1a2
Nelfb,pNelfb
Ercc3,pErcc3
Jmjd1c,pJmjd1c
Tmem215,pTmem215
Phf14,pPhf14
Gpr162,pGpr162
Vkorc1l1,pVkorc1l1
Cyct,pCyct
Haus7,pHaus7
Haus3,pHaus3
Haus4,pHaus4
Med6,pMed6
Top3a,pTop3a
Mecom,pMecom
Mms22l,pMms22l
Odc1,pOdc1
Supt6,pSupt6
Rbp2,pRbp2
Zfp93,pZfp93
Manba,pManba
Rab5a,pRab5a
Pdha2,pPdha2
Nr1d2,pNr1d2
Per3,pPer3
Rad54l,pRad54l
Yme1l1,pYme1l1
Ap5m1,pAp5m1
Arid4b,pArid4b
Phf21b,pPhf21b
Rreb1,pRreb1
Ippk,pIppk
1200014J11Rik,p1200014J11Rik
Prr15,pPrr15
Mgea5,pMgea5
Prox1,pProx1
Ctnnbl1,pCtnnbl1
Ppie,pPpie
Hnrnpc,pHnrnpc
Ppil3,pPpil3
Txnl4a,pTxnl4a
Abcf1,pAbcf1
Tada2a,pTada2a
Ttll11,pTtll11
Poldip3,pPoldip3
Ankrd11,pAnkrd11
Phldb1,pPhldb1
Pdxdc1,pPdxdc1
Lrriq1,pLrriq1
Rgs22,pRgs22
Rps27l,pRps27l
Sdccag8,pSdccag8
Ifit2,pIfit2
Ccnk,pCcnk
Lgals9,pLgals9
Ttc26,pTtc26
Igfbp2,pIgfbp2
Spats2,pSpats2
Ttc14,pTtc14
Hnrnpab,pHnrnpab
Jade1,pJade1
Kat6b,pKat6b
Cass4,pCass4
Krt73,pKrt73
Peak1,pPeak1
Nelfe,pNelfe
Ints4,pInts4
Ints5,pInts5
Ints6,pInts6
Leng8,pLeng8
Polr2b,pPolr2b
Snx25,pSnx25
Pomgnt1,pPomgnt1
Rsrc2,pRsrc2
Gpc4,pGpc4
Kprp,pKprp
Eef1e1,pEef1e1
Cyth4,pCyth4
Hace1,pHace1
Samhd1,pSamhd1
Irx1,pIrx1
Mkx,pMkx
Wwp1,pWwp1
Cyr61,pCyr61
Lamb1,pLamb1
Lamb2,pLamb2
Cilp,pCilp
Bank1,pBank1
Klhl11,pKlhl11
Klhl23,pKlhl23
Klhl29,pKlhl29
Klhl38,pKlhl38
Klhl9,pKlhl9
Jade3,pJade3
Jag1,pJag1
Lcorl,pLcorl
Tdpoz3,pTdpoz3
Cntnap1,pCntnap1
Kcns2,pKcns2
Kcnab1,pKcnab1
Kcnh1,pKcnh1
Kcnj1,pKcnj1
Atp2a3,pAtp2a3
Kcnd3,pKcnd3
Kcnip2,pKcnip2
Kcnv1,pKcnv1
Kctd8,pKctd8
Pkd1l3,pPkd1l3
Kdm5c,pKdm5c
Onecut2,pOnecut2
Rbm15b,pRbm15b
Cnga3,pCnga3
Slc22a21,pSlc22a21
Slc7a5,pSlc7a5
Cep152,pCep152
Map3k10,pMap3k10
Efhc2,pEfhc2
Mynn,pMynn
Zfp92,pZfp92
Zfp746,pZfp746
Btbd9,pBtbd9
Dst,pDst
Kbtbd4,pKbtbd4
Tmtc3,pTmtc3
Kbtbd8,pKbtbd8
Klk14,pKlk14
Tmprss11f,pTmprss11f
Las1l,pLas1l
Krt80,pKrt80
Rhpn1,pRhpn1
Trim69,pTrim69
Tut1,pTut1
Insrr,pInsrr
Krt7,pKrt7
Krt71,pKrt71
Krt82,pKrt82
Krt13,pKrt13
Arg1,pArg1
Prrt1,pPrrt1
Qprt,pQprt
Pik3r3,pPik3r3
Apcs,pApcs
Bmp1,pBmp1
Lamb3,pLamb3
Ggnbp2,pGgnbp2
Lamc1,pLamc1
Dnah2,pDnah2
Chtf18,pChtf18
Ofd1,pOfd1
Dbx1,pDbx1
Lhx8,pLhx8
Lmod3,pLmod3
Myom1,pMyom1
Tcea3,pTcea3
Rxfp2,pRxfp2
Zc3hav1,pZc3hav1
Bai2,pBai2
Slc9a7,pSlc9a7
Ccdc37,pCcdc37
Loxl2,pLoxl2
Loxl4,pLoxl4
Fbxw11,pFbxw11
Lpin3,pLpin3
Lhx3,pLhx3
Lman1l,pLman1l
Stard13,pStard13
Mlf2,pMlf2
Prr14,pPrr14
Lrig1,pLrig1
Lrp4,pLrp4
Ndp,pNdp
Reln,pReln
Carns1,pCarns1
Mlec,pMlec
Zmat2,pZmat2
Agpat1,pAgpat1
Dhx57,pDhx57
Gpx5,pGpx5
Micu3,pMicu3
Zfp451,pZfp451
Gas8,pGas8
Setx,pSetx
Cenph,pCenph
Trappc12,pTrappc12
Ccdc27,pCcdc27
Ccdc63,pCcdc63
Snx8,pSnx8
Sult1d1,pSult1d1
Fhl5,pFhl5
Fyco1,pFyco1
Fbxo33,pFbxo33
Cntrl,pCntrl
Map4k1,pMap4k1
Nacad,pNacad
Fry,pFry
Cdkn2c,pCdkn2c
Mknk2,pMknk2
Mgat1,pMgat1
Pvrl2,pPvrl2
Nol4,pNol4
Gstp2,pGstp2
Spire2,pSpire2
Stab2,pStab2
Mast3,pMast3
Rnaseh1,pRnaseh1
Mast2,pMast2
Matn2,pMatn2
Bdnf,pBdnf
1110004F10Rik,p1110004F10Rik
Azgp1,pAzgp1
Fam118b,pFam118b
Ak8,pAk8
Hells,pHells
Cdk8,pCdk8
Med26,pMed26
Slitrk2,pSlitrk2
Zfhx3,pZfhx3
Msl2,pMsl2
Pdzrn3,pPdzrn3
Polr3h,pPolr3h
Slc12a5,pSlc12a5
Szt2,pSzt2
Wdr59,pWdr59
G2e3,pG2e3
Stil,pStil
Folr2,pFolr2
Mon1a,pMon1a
Tdrd1,pTdrd1
Pgap3,pPgap3
Mrps18a,pMrps18a
Mterf4,pMterf4
Mrpl30,pMrpl30
Mrpl47,pMrpl47
Mrps7,pMrps7
Mrpl28,pMrpl28
Mrps26,pMrps26
Mrps18b,pMrps18b
Ttll2,pTtll2
Tfb2m,pTfb2m
Vstm2a,pVstm2a
Hmgn3,pHmgn3
Nid2,pNid2
Ier5,pIer5
Cep162,pCep162
Mtmr3,pMtmr3
Mtmr6,pMtmr6
Ankib1,pAnkib1
Mtmr4,pMtmr4
Fbp2,pFbp2
Tpcn2,pTpcn2
Ampd1,pAmpd1
Pcdh12,pPcdh12
Pms2,pPms2
Myh11,pMyh11
Myh8,pMyh8
Zfp423,pZfp423
Zfp770,pZfp770
Lurap1,pLurap1
Flnc,pFlnc
Lhcgr,pLhcgr
Mcph1,pMcph1
Rbbp8,pRbbp8
Rrm2b,pRrm2b
Topbp1,pTopbp1
Aspm,pAspm
Samsn1,pSamsn1
Scarf2,pScarf2
Focad,pFocad
Syt16,pSyt16
Tbc1d2b,pTbc1d2b
Atxn1l,pAtxn1l
Cir1,pCir1
Helz,pHelz
Tnip2,pTnip2
Apool,pApool
Gba2,pGba2
Fbn2,pFbn2
Tubgcp6,pTubgcp6
Prr16,pPrr16
Birc6,pBirc6
Polrmt,pPolrmt
Ppp6r2,pPpp6r2
Kctd7,pKctd7
Tdrd6,pTdrd6
Itm2b,pItm2b
Rabgap1,pRabgap1
Sec62,pSec62
Tmem38b,pTmem38b
Tceanc,pTceanc
Mtap7d3,pMtap7d3
Rgs2,pRgs2
Sirt7,pSirt7
Armcx3,pArmcx3
Casd1,pCasd1
Rfng,pRfng
Vps54,pVps54
Itga8,pItga8
Scube3,pScube3
Npy,pNpy
Atf6b,pAtf6b
Des,pDes
Fhod3,pFhod3
Pomc,pPomc
Ubxn6,pUbxn6
Smc1b,pSmc1b
Smc5,pSmc5
Obp2a,pObp2a
Rpa3,pRpa3
Necap2,pNecap2
Nup214,pNup214
Kif7,pKif7
Wnt11,pWnt11
Aaas,pAaas
Nup188,pNup188
Terf2ip,pTerf2ip
Cct6b,pCct6b
Nup133,pNup133
Parp14,pParp14
Parp9,pParp9
Wdr75,pWdr75
Ivns1abp,pIvns1abp
Bicd1,pBicd1
Svil,pSvil
Apbb1ip,pApbb1ip
Brd7,pBrd7
Cdh11,pCdh11
Myo10,pMyo10
Ube3c,pUbe3c
Lrrc16b,pLrrc16b
Cstf2t,pCstf2t
Egfem1,pEgfem1
Rtkn2,pRtkn2
Zufsp,pZufsp
Tprgl,pTprgl
Nol9,pNol9
Bbs2,pBbs2
Fopnl,pFopnl
Pcnt,pPcnt
BC027072,pBC027072
Rp1l1,pRp1l1
Pde7a,pPde7a
Pde5a,pPde5a
Pde6c,pPde6c
Limch1,pLimch1
Otogl,pOtogl
Srl,pSrl
Coq7,pCoq7
Nckap5l,pNckap5l
Gucy2c,pGucy2c
Chmp1b,pChmp1b
Pex11g,pPex11g
Dpcd,pDpcd
Exph5,pExph5
Phactr1,pPhactr1
Dcaf6,pDcaf6
Vit,pVit
Jade2,pJade2
Zfp318,pZfp318
Pik3cd,pPik3cd
Wdfy3,pWdfy3
Rbm26,pRbm26
Rev3l,pRev3l
Vac14,pVac14
Abcf2,pAbcf2
Piwil2,pPiwil2
Sh3pxd2a,pSh3pxd2a
Plcd3,pPlcd3
Gpbp1l1,pGpbp1l1
Rspo2,pRspo2
Plod2,pPlod2
Riok3,pRiok3
Tcf20,pTcf20
Lrrc59,pLrrc59
Zfp330,pZfp330
Sema6a,pSema6a
Lama4,pLama4
Prim1,pPrim1
Prim2,pPrim2
Xrcc5,pXrcc5
Bcorl1,pBcorl1
Pygl,pPygl
Tvp23b,pTvp23b
Ctdp1,pCtdp1
Fbxl4,pFbxl4
Nrxn3,pNrxn3
Rpap1,pRpap1
Ints10,pInts10
Evpl,pEvpl
Pphln1,pPphln1
Rab3ip,pRab3ip
Ash1l,pAsh1l
Atp2a1,pAtp2a1
