protein,protein_id
Dgkz,pDgkz
Micall1,pMicall1
Memo1,pMemo1
Ndufv1,pNdufv1
Mpp6,pMpp6
Rps20,pRps20
Mrpl37,pMrpl37
Mrpl3,pMrpl3
Mrpl54,pMrpl54
Mrpl49,pMrpl49
Mrpl50,pMrpl50
Taco1,pTaco1
Copa,pCopa
Gfm1,pGfm1
Mrpl27,pMrpl27
Tufm,pTufm
Mrpl1,pMrpl1
Mrpl38,pMrpl38
Dbt,pDbt
Mrps12,pMrps12
Mrpl10,pMrpl10
Mrpl11,pMrpl11
Mrpl14,pMrpl14
Mrpl33,pMrpl33
Mrpl9,pMrpl9
Mrpl18,pMrpl18
Mrpl48,pMrpl48
Mrpl16,pMrpl16
Mrps30,pMrps30
Tfam,pTfam
Mrps22,pMrps22
Mrps27,pMrps27
Sec31a,pSec31a
Gmps,pGmps
Hprt,pHprt
Hdlbp,pHdlbp
Tns3,pTns3
Mtmr12,pMtmr12
Sbf1,pSbf1
Eif4ebp2,pEif4ebp2
Gphn,pGphn
Lamtor5,pLamtor5
Eif4ebp1,pEif4ebp1
Actr1a,pActr1a
Cpne1,pCpne1
Cpne4,pCpne4
Prkar2b,pPrkar2b
Myl12b,pMyl12b
Ptrf,pPtrf
Epm2aip1,pEpm2aip1
Tsn,pTsn
Tubgcp2,pTubgcp2
Naa20,pNaa20
Rps7,pRps7
Ndrg1,pNdrg1
Asns,pAsns
Thnsl2,pThnsl2
Glrx2,pGlrx2
Kcnip4,pKcnip4
Csde1,pCsde1
Nfasc,pNfasc
Dync1li1,pDync1li1
Ttc1,pTtc1
Serpinf1,pSerpinf1
Ndrg4,pNdrg4
Bola3,pBola3
Atp5j2,pAtp5j2
Uqcr10,pUqcr10
Usmg5,pUsmg5
Ndufa4,pNdufa4
Atp5d,pAtp5d
Idh3a,pIdh3a
Ndufb9,pNdufb9
Pfdn5,pPfdn5
Uqcrc2,pUqcrc2
Ndufa9,pNdufa9
Ndufb4,pNdufb4
Atp5c1,pAtp5c1
Cyc1,pCyc1
Mrpl55,pMrpl55
Wdr45,pWdr45
Mdh1,pMdh1
Ndufab1,pNdufab1
Nptn,pNptn
Sod2,pSod2
Ndufc2,pNdufc2
Cox6c,pCox6c
Atp5l,pAtp5l
Chchd3,pChchd3
Syt2,pSyt2
Cenpo,pCenpo
Aldh1a1,pAldh1a1
Diras2,pDiras2
Flad1,pFlad1
Nfyb,pNfyb
Cutc,pCutc
Fam49b,pFam49b
Prmt8,pPrmt8
Slc17a7,pSlc17a7
Rpl22,pRpl22
Cntn1,pCntn1
Plp1,pPlp1
Atic,pAtic
Wdr82,pWdr82
Nmt1,pNmt1
Fth1,pFth1
Asl,pAsl
Pcsk2,pPcsk2
Pde11a,pPde11a
Pde1a,pPde1a
Bckdk,pBckdk
Lgalsl,pLgalsl
Arhgap44,pArhgap44
Pde1b,pPde1b
Pde1c,pPde1c
Sh3gl1,pSh3gl1
Tom1l2,pTom1l2
Dhrs4,pDhrs4
Klhl3,pKlhl3
Gsr,pGsr
Atp5h,pAtp5h
Pdia6,pPdia6
Tubb3,pTubb3
Vat1,pVat1
Rpl4,pRpl4
Rps27a,pRps27a
Grhpr,pGrhpr
Ppm1b,pPpm1b
Ddah2,pDdah2
Pip5k1b,pPip5k1b
Serpinc1,pSerpinc1
Tub,pTub
Hnrnpa3,pHnrnpa3
Rbm8a,pRbm8a
Pfdn6,pPfdn6
Ppp2r5a,pPpp2r5a
Ppp4c,pPpp4c
Dctn2,pDctn2
Nup43,pNup43
Ttll12,pTtll12
Ppp3cb,pPpp3cb
Ppp3cc,pPpp3cc
Brcc3,pBrcc3
Mob1a,pMob1a
Acly,pAcly
Ipo7,pIpo7
Clns1a,pClns1a
Erh,pErh
Mef2d,pMef2d
Elac2,pElac2
Prrc2c,pPrrc2c
Nans,pNans
Cda,pCda
Mapre1,pMapre1
Psmd9,pPsmd9
Slirp,pSlirp
Psmb10,pPsmb10
Ddi2,pDdi2
Eif2s2,pEif2s2
Rpl17,pRpl17
Psmc4,pPsmc4
Afg3l2,pAfg3l2
Capza2,pCapza2
Ppid,pPpid
Psmb9,pPsmb9
Camsap2,pCamsap2
Dnajb1,pDnajb1
Pex19,pPex19
Pitpnm1,pPitpnm1
Rplp1,pRplp1
Ptpn20,pPtpn20
Ptpn2,pPtpn2
Tsr2,pTsr2
Pycr2,pPycr2
Man2c1,pMan2c1
Fam169a,pFam169a
Rab11b,pRab11b
Xdh,pXdh
Pde6d,pPde6d
Gdi1,pGdi1
Dctn1,pDctn1
Cdipt,pCdipt
Pdxk,pPdxk
Phf5a,pPhf5a
Psmf1,pPsmf1
Rbmxl1,pRbmxl1
Snrpa1,pSnrpa1
Hadha,pHadha
Cpne9,pCpne9
Dgkq,pDgkq
Ophn1,pOphn1
Rnaseh2b,pRnaseh2b
Ubfd1,pUbfd1
Lifr,pLifr
3110002H16Rik,p3110002H16Rik
Fkbpl,pFkbpl
Eif5a,pEif5a
Rpl13a,pRpl13a
Rpl29,pRpl29
Dhx29,pDhx29
Uggt1,pUggt1
Adk,pAdk
Impdh2,pImpdh2
Rpl23a,pRpl23a
Shmt1,pShmt1
Tkt,pTkt
Rpl21,pRpl21
Bola2,pBola2
Ric8,pRic8
Rpl9,pRpl9
Rps15a,pRps15a
Ppif,pPpif
Srrm1,pSrrm1
Cnbp,pCnbp
Rps12,pRps12
Fam195b,pFam195b
Scg3,pScg3
S100b,pS100b
Dcps,pDcps
Ddx6,pDdx6
Lsm14a,pLsm14a
Got1,pGot1
Scamp3,pScamp3
Chga,pChga
Cox7a2,pCox7a2
Nme2,pNme2
Sdf2,pSdf2
Ndufa2,pNdufa2
Nup85,pNup85
Zfp276,pZfp276
Mipep,pMipep
Gpx1,pGpx1
Tagln,pTagln
Sf3a1,pSf3a1
Cwc27,pCwc27
Sf3b6,pSf3b6
Sf3b3,pSf3b3
Myef2,pMyef2
Ppib,pPpib
Sept8,pSept8
Anln,pAnln
Map7,pMap7
Phactr4,pPhactr4
Slain2,pSlain2
Wipf2,pWipf2
Fbxo22,pFbxo22
Rab5c,pRab5c
Ubxn7,pUbxn7
Fgf12,pFgf12
Slc1a6,pSlc1a6
Slc25a4,pSlc25a4
Timm44,pTimm44
Pde4a,pPde4a
Slc3a2,pSlc3a2
Slc6a9,pSlc6a9
Snx3,pSnx3
S100a9,pS100a9
Nme1,pNme1
Ppp6r3,pPpp6r3
Pbld1,pPbld1
Zpr1,pZpr1
Napa,pNapa
Snx4,pSnx4
Ndufb10,pNdufb10
Pdhx,pPdhx
C1qa,pC1qa
Ccar2,pCcar2
Eif3b,pEif3b
Hnrnpul1,pHnrnpul1
Khsrp,pKhsrp
Mtdh,pMtdh
Nipsnap1,pNipsnap1
Hars,pHars
Bcat1,pBcat1
Rnh1,pRnh1
Prkcg,pPrkcg
Mrpl32,pMrpl32
Ipo5,pIpo5
Tnpo1,pTnpo1
Xrn2,pXrn2
Ppp2r5e,pPpp2r5e
Tpm1,pTpm1
Cuta,pCuta
Trappc6b,pTrappc6b
Trappc1,pTrappc1
Ube2e2,pUbe2e2
Snrpa,pSnrpa
Dnm3,pDnm3
Ttc39b,pTtc39b
Fis1,pFis1
Atg4b,pAtg4b
Tbca,pTbca
Ctsh,pCtsh
Rab8b,pRab8b
Tubg2,pTubg2
Mzt2,pMzt2
Arhgdia,pArhgdia
Atox1,pAtox1
Sgtb,pSgtb
Tuba1c,pTuba1c
Cbs,pCbs
Rad23a,pRad23a
Ggct,pGgct
Ublcp1,pUblcp1
Zfand2b,pZfand2b
Dnajb11,pDnajb11
Ubxn2b,pUbxn2b
Mcfd2,pMcfd2
Nmral1,pNmral1
Scrn1,pScrn1
Gstm5,pGstm5
Etfa,pEtfa
Qtrt1,pQtrt1
Mov10,pMov10
Trmt112,pTrmt112
Ndufa12,pNdufa12
Rae1,pRae1
Usp46,pUsp46
Paics,pPaics
Rnf181,pRnf181
Psmb6,pPsmb6
Ptplad1,pPtplad1
Gss,pGss
Lrpap1,pLrpap1
Zc2hc1a,pZc2hc1a
Mvb12b,pMvb12b
Ankfy1,pAnkfy1
Purb,pPurb
Hddc2,pHddc2
Wipf3,pWipf3
Aldh1b1,pAldh1b1
Camkk1,pCamkk1
Ccdc6,pCcdc6
Gigyf2,pGigyf2
Pik3r4,pPik3r4
Tbc1d22a,pTbc1d22a
Sept6,pSept6
Sept9,pSept9
Sept11,pSept11
Cdk14,pCdk14
Rab10,pRab10
Mvd,pMvd
Dpp8,pDpp8
Srp9,pSrp9
Wsb2,pWsb2
Dip2b,pDip2b
Wasf2,pWasf2
Med13,pMed13
Uba3,pUba3
Pi4kb,pPi4kb
Lgals1,pLgals1
Idh3g,pIdh3g
Nhlrc2,pNhlrc2
Hacl1,pHacl1
Pex14,pPex14
Zadh2,pZadh2
Acot7,pAcot7
Gc,pGc
Tpm2,pTpm2
Uchl5,pUchl5
Actr1b,pActr1b
Wasf3,pWasf3
Aamdc,pAamdc
Aspa,pAspa
Cpne3,pCpne3
Psmd11,pPsmd11
Psmd12,pPsmd12
Psmd6,pPsmd6
Psmd8,pPsmd8
Psme2,pPsme2
Timm13,pTimm13
Txnl1,pTxnl1
Dbn1,pDbn1
Ago3,pAgo3
Cep170,pCep170
Ythdf1,pYthdf1
Oxsr1,pOxsr1
Dars2,pDars2
Fgb,pFgb
Mars,pMars
Nudcd1,pNudcd1
Cfd,pCfd
Pdcd10,pPdcd10
Tatdn1,pTatdn1
Fhit,pFhit
Adhfe1,pAdhfe1
Gcdh,pGcdh
1110008L16Rik,p1110008L16Rik
Rars2,pRars2
Scpep1,pScpep1
Ufc1,pUfc1
Ciapin1,pCiapin1
Lap3,pLap3
Cltb,pCltb
Snap91,pSnap91
Synm,pSynm
Grpel1,pGrpel1
Smpd1,pSmpd1
Ap1s1,pAp1s1
Ap2s1,pAp2s1
Txn2,pTxn2
Tnpo2,pTnpo2
Apoa2,pApoa2
Chchd6,pChchd6
Ndufa8,pNdufa8
Ndufs7,pNdufs7
Ndufv2,pNdufv2
Cluh,pCluh
2310035C23Rik,p2310035C23Rik
Rab21,pRab21
Ube2o,pUbe2o
Snx30,pSnx30
Kpna3,pKpna3
Hn1,pHn1
C1qb,pC1qb
Pak2,pPak2
Mtfr1l,pMtfr1l
Actr3,pActr3
Arpc2,pArpc2
Arpc3,pArpc3
Arpc5,pArpc5
Arpc5l,pArpc5l
Rltpr,pRltpr
Pik3c2a,pPik3c2a
Slc9a1,pSlc9a1
Arl8b,pArl8b
Arf6,pArf6
Ehd1,pEhd1
Wipi1,pWipi1
Txlna,pTxlna
Tnfaip8,pTnfaip8
Blmh,pBlmh
Gmppa,pGmppa
Mat2b,pMat2b
Snx2,pSnx2
Nae1,pNae1
Atp1b2,pAtp1b2
Gstt1,pGstt1
ATP8,pATP8
Chmp2b,pChmp2b
Itih2,pItih2
Atp5s,pAtp5s
Uqcrfs1,pUqcrfs1
Atp5o,pAtp5o
Lamtor1,pLamtor1
Lyrm4,pLyrm4
Atp6v1f,pAtp6v1f
Vps29,pVps29
Vta1,pVta1
Gmppb,pGmppb
Wdr44,pWdr44
Krt40,pKrt40
Adi1,pAdi1
Amt,pAmt
Anxa11,pAnxa11
Car3,pCar3
Csrp1,pCsrp1
Dnajb4,pDnajb4
Dohh,pDohh
Echdc1,pEchdc1
Gale,pGale
Hagh,pHagh
Macrod1,pMacrod1
Nanp,pNanp
Pgm1,pPgm1
Psat1,pPsat1
St13,pSt13
Stard7,pStard7
Urod,pUrod
Igfbp5,pIgfbp5
Fabp3,pFabp3
Glrx3,pGlrx3
Zfp207,pZfp207
Srsf2,pSrsf2
C8b,pC8b
C8a,pC8a
Slc4a4,pSlc4a4
Cacnb3,pCacnb3
Gucy1b3,pGucy1b3
Rabggtb,pRabggtb
Camk1d,pCamk1d
Esyt2,pEsyt2
Ist1,pIst1
Ubl7,pUbl7
Cenpe,pCenpe
Fam136a,pFam136a
Qk,pQk
Smarcc2,pSmarcc2
Apeh,pApeh
Eef1g,pEef1g
Gars,pGars
Kars,pKars
Sec23a,pSec23a
Slk,pSlk
Cbln3,pCbln3
Cth,pCth
Gopc,pGopc
Hid1,pHid1
Commd5,pCommd5
8030462N17Rik,p8030462N17Rik
Gga1,pGga1
Foxk1,pFoxk1
Gtf2f1,pGtf2f1
Tomm34,pTomm34
Ahsg,pAhsg
Kpna6,pKpna6
C3,pC3
Crym,pCrym
Golga2,pGolga2
Mrps36,pMrps36
Mgll,pMgll
Rabggta,pRabggta
Chmp4b,pChmp4b
Chmp5,pChmp5
Eif2b5,pEif2b5
Brox,pBrox
Chmp3,pChmp3
Chchd4,pChchd4
Mb,pMb
Prune,pPrune
Mapre2,pMapre2
Kif2a,pKif2a
Micu1,pMicu1
Ptma,pPtma
Orm1,pOrm1
Arcn1,pArcn1
Gfer,pGfer
Otud6b,pOtud6b
Zranb2,pZranb2
Coro1b,pCoro1b
Tars,pTars
Pmch,pPmch
Cplx1,pCplx1
Cpn2,pCpn2
Hdgfrp2,pHdgfrp2
Cryba4,pCryba4
Baiap2,pBaiap2
Crip1,pCrip1
Aco1,pAco1
Ythdf3,pYthdf3
Cndp2,pCndp2
Tbcb,pTbcb
Tcof1,pTcof1
Ctss,pCtss
Ppp1r11,pPpp1r11
Pcsk1,pPcsk1
Ccdc22,pCcdc22
Ccny,pCcny
Dcun1d1,pDcun1d1
Dcun1d2,pDcun1d2
Fbxl15,pFbxl15
Mrps23,pMrps23
Psmb2,pPsmb2
Psmg1,pPsmg1
Mthfsd,pMthfsd
Zer1,pZer1
Mrpl45,pMrpl45
Mrps35,pMrps35
Msi2,pMsi2
Pdpr,pPdpr
Pef1,pPef1
Prkar1b,pPrkar1b
Slc25a22,pSlc25a22
Vipas39,pVipas39
Yars2,pYars2
Mtap,pMtap
Nudt18,pNudt18
Prrc1,pPrrc1
Spg21,pSpg21
Cyb5a,pCyb5a
Cyb5r1,pCyb5r1
Pdhb,pPdhb
Gdpgp1,pGdpgp1
Ipcef1,pIpcef1
Aimp2,pAimp2
Fam98b,pFam98b
Nudt3,pNudt3
Pcyt2,pPcyt2
Actr10,pActr10
Ube2f,pUbe2f
Fkbp3,pFkbp3
Ddx39,pDdx39
Hnrnpll,pHnrnpll
Sarnp,pSarnp
Frg1,pFrg1
Acad11,pAcad11
Pdk1,pPdk1
Hmgcl,pHmgcl
Dnajc3,pDnajc3
Pde12,pPde12
Stxbp2,pStxbp2
Wdr4,pWdr4
Psma6,pPsma6
Ranbp3,pRanbp3
Mpp1,pMpp1
Wdr61,pWdr61
Dpysl3,pDpysl3
Ubap2l,pUbap2l
Fam126b,pFam126b
Hspbp1,pHspbp1
Nle1,pNle1
Ddx1,pDdx1
Ilf2,pIlf2
Plrg1,pPlrg1
Pkig,pPkig
Acox1,pAcox1
Cdk5rap2,pCdk5rap2
Ufm1,pUfm1
Drg2,pDrg2
Ehd3,pEhd3
Rpl32,pRpl32
Vps53,pVps53
Eif5b,pEif5b
Trmt6,pTrmt6
Vps33a,pVps33a
Pdcl,pPdcl
Polr1c,pPolr1c
AI837181,pAI837181
Cpox,pCpox
Fam96b,pFam96b
Glg1,pGlg1
Timm8b,pTimm8b
Eny2,pEny2
Psmb7,pPsmb7
Llgl1,pLlgl1
Pars2,pPars2
Lrrc47,pLrrc47
Fdxr,pFdxr
Atp6v1h,pAtp6v1h
Cfdp1,pCfdp1
Serpinf2,pSerpinf2
Hmgcs1,pHmgcs1
Tpm4,pTpm4
F13b,pF13b
Gdap1,pGdap1
Nol3,pNol3
Fnta,pFnta
Dazap1,pDazap1
Bre,pBre
Tbc1d10a,pTbc1d10a
Tbc1d10b,pTbc1d10b
F10,pF10
Stau2,pStau2
Gatc,pGatc
Lamp1,pLamp1
Erap1,pErap1
Gclm,pGclm
Cse1l,pCse1l
Synrg,pSynrg
Hal,pHal
Tgm3,pTgm3
Nudt9,pNudt9
Usp15,pUsp15
Rgs7,pRgs7
Tssc1,pTssc1
Inpp5j,pInpp5j
Acbd3,pAcbd3
Acy3,pAcy3
Rpia,pRpia
Tekt3,pTekt3
Basp1,pBasp1
Slc1a2,pSlc1a2
Adrbk2,pAdrbk2
Fubp1,pFubp1
Rnmtl1,pRnmtl1
Acsbg1,pAcsbg1
Fibp,pFibp
4833439L19Rik,p4833439L19Rik
Tppp,pTppp
Gstm2,pGstm2
Gorasp2,pGorasp2
Ube2z,pUbe2z
Eif3g,pEif3g
Gyg,pGyg
Rpl38,pRpl38
Nccrp1,pNccrp1
Acan,pAcan
Sepsecs,pSepsecs
Fntb,pFntb
Ppa1,pPpa1
Sub1,pSub1
Drap1,pDrap1
Arhgap18,pArhgap18
BC005624,pBC005624
Arfip2,pArfip2
Ptpn23,pPtpn23
Hnrnph2,pHnrnph2
Snrnp200,pSnrnp200
Prpf8,pPrpf8
Ppwd1,pPpwd1
Stau1,pStau1
Tsc22d1,pTsc22d1
Fgg,pFgg
Brsk1,pBrsk1
Fxn,pFxn
Mecr,pMecr
Aldh1a2,pAldh1a2
Smek1,pSmek1
Slc44a1,pSlc44a1
Rtcb,pRtcb
Hnrnpdl,pHnrnpdl
Sdhaf2,pSdhaf2
Clip1,pClip1
Plcd1,pPlcd1
Hscb,pHscb
Necab2,pNecab2
Prcp,pPrcp
Dars,pDars
Ncs1,pNcs1
Krt31,pKrt31
Krt83,pKrt83
Negr1,pNegr1
Lsm1,pLsm1
Mpc1,pMpc1
Smap2,pSmap2
Asap2,pAsap2
Map1s,pMap1s
Pcca,pPcca
Wnk2,pWnk2
Ogfod1,pOgfod1
Denr,pDenr
Gpd1,pGpd1
Snx5,pSnx5
Ccz1,pCcz1
Abhd10,pAbhd10
Gfm2,pGfm2
Caskin1,pCaskin1
Thumpd1,pThumpd1
Mrpl13,pMrpl13
Tmem65,pTmem65
Tsfm,pTsfm
Mrpl34,pMrpl34
Mrpl12,pMrpl12
Mrpl2,pMrpl2
Mrpl53,pMrpl53
Cmc1,pCmc1
Mrpl46,pMrpl46
Oat,pOat
Pgam5,pPgam5
Slc25a12,pSlc25a12
Mt2,pMt2
Anxa6,pAnxa6
Mtpn,pMtpn
Erc1,pErc1
AW209491,pAW209491
Hspa4,pHspa4
Myh14,pMyh14
Golph3,pGolph3
Naa50,pNaa50
Dak,pDak
Trim2,pTrim2
Brk1,pBrk1
Oxt,pOxt
Snx12,pSnx12
Snx17,pSnx17
Katnb1,pKatnb1
Vps51,pVps51
Cap2,pCap2
Pdk2,pPdk2
Grcc10,pGrcc10
Timm10b,pTimm10b
Ndufaf4,pNdufaf4
Endod1,pEndod1
Hint2,pHint2
Acot13,pAcot13
Ckmt2,pCkmt2
Inpp1,pInpp1
Nudt19,pNudt19
Hsbp1,pHsbp1
Dpp9,pDpp9
Syt17,pSyt17
Pspc1,pPspc1
Frmd5,pFrmd5
Isca2,pIsca2
Narfl,pNarfl
Xpnpep1,pXpnpep1
Hnrnpa1,pHnrnpa1
Cars,pCars
Ppp2r5c,pPpp2r5c
Hmox2,pHmox2
Sae1,pSae1
Pcbp4,pPcbp4
Erc2,pErc2
Isoc2a,pIsoc2a
Fam213b,pFam213b
Crtc1,pCrtc1
Gpc1,pGpc1
Nif3l1,pNif3l1
Pfdn1,pPfdn1
Rpap3,pRpap3
Syn2,pSyn2
Taldo1,pTaldo1
Zwint,pZwint
Pitpna,pPitpna
Ccdc59,pCcdc59
Actn1,pActn1
Mag,pMag
Mcts1,pMcts1
Twf2,pTwf2
Fdps,pFdps
Pmpcb,pPmpcb
Cpe,pCpe
Polr2g,pPolr2g
Skiv2l2,pSkiv2l2
Ppp2r5b,pPpp2r5b
Pcif1,pPcif1
Tpp2,pTpp2
1700037H04Rik,p1700037H04Rik
Wdr92,pWdr92
Ctnna2,pCtnna2
Fabp5,pFabp5
Gldc,pGldc
Sult4a1,pSult4a1
Srrt,pSrrt
Marcks,pMarcks
Nrgn,pNrgn
Rabepk,pRabepk
Dkc1,pDkc1
Ncam2,pNcam2
Prpsap1,pPrpsap1
Wfs1,pWfs1
Ppcdc,pPpcdc
Psmb8,pPsmb8
Psme4,pPsme4
Psmg2,pPsmg2
Pycrl,pPycrl
Psmd13,pPsmd13
AI314180,pAI314180
Prep,pPrep
Pcbp3,pPcbp3
Gpalpp1,pGpalpp1
Gnl1,pGnl1
Eea1,pEea1
Nudt16l1,pNudt16l1
Uba6,pUba6
Smpdl3a,pSmpdl3a
Gatb,pGatb
Rab14,pRab14
Trf,pTrf
F2,pF2
Sipa1l3,pSipa1l3
Naprt,pNaprt
Pfkfb2,pPfkfb2
Pccb,pPccb
Rnaseh2c,pRnaseh2c
Fam103a1,pFam103a1
Nars,pNars
Rps15,pRps15
Eftud1,pEftud1
Rprd1a,pRprd1a
Serbp1,pSerbp1
Omg,pOmg
Cadps,pCadps
Rprd1b,pRprd1b
Sephs1,pSephs1
Uevld,pUevld
Ddt,pDdt
Sec24a,pSec24a
Sephs2,pSephs2
Ddx42,pDdx42
Sirt5,pSirt5
Fbxo3,pFbxo3
Fbxo44,pFbxo44
Ttc9c,pTtc9c
Car2,pCar2
Chp1,pChp1
Prrt2,pPrrt2
Ap3b2,pAp3b2
Tomm70a,pTomm70a
Vps25,pVps25
Rtn1,pRtn1
Atpaf2,pAtpaf2
Camsap1,pCamsap1
Creg1,pCreg1
Dnajc8,pDnajc8
Dhx30,pDhx30
Prkra,pPrkra
Ctc1,pCtc1
1700021F05Rik,p1700021F05Rik
Atcay,pAtcay
Cdc37l1,pCdc37l1
Josd2,pJosd2
Apoo,pApoo
Suclg1,pSuclg1
Etfb,pEtfb
Lrrc40,pLrrc40
Sfxn3,pSfxn3
Dhx36,pDhx36
Tarsl2,pTarsl2
Tbce,pTbce
Obfc1,pObfc1
Sparc,pSparc
Tmx4,pTmx4
Ncan,pNcan
Zc3h15,pZc3h15
Bcan,pBcan
Idh2,pIdh2
Tpd52,pTpd52
Trmt11,pTrmt11
Tnrc18,pTnrc18
Sdsl,pSdsl
Cpne2,pCpne2
Cbr1,pCbr1
Ube2d1,pUbe2d1
Inf2,pInf2
Mtr,pMtr
Rbm12,pRbm12
Cd99l2,pCd99l2
Hspa13,pHspa13
Ppic,pPpic
Emc8,pEmc8
Ankrd13d,pAnkrd13d
Epdr1,pEpdr1
Hk2,pHk2
Qsox1,pQsox1
Vcpip1,pVcpip1
Cyb5b,pCyb5b
Wdr20rt,pWdr20rt
Stx1b,pStx1b
Fkbp2,pFkbp2
Rmdn3,pRmdn3
Map1a,pMap1a
Sart3,pSart3
Ppp2r2d,pPpp2r2d
Plxdc2,pPlxdc2
Trip10,pTrip10
Dmxl2,pDmxl2
Rbbp9,pRbbp9
Cep170b,pCep170b
Rpusd2,pRpusd2
Ankrd17,pAnkrd17
Dmwd,pDmwd
Pdcd2l,pPdcd2l
Cebpz,pCebpz
3110082I17Rik,p3110082I17Rik
Ctps,pCtps
Dcaf13,pDcaf13
Ddx27,pDdx27
Diexf,pDiexf
Elp3,pElp3
Esf1,pEsf1
Ftsj3,pFtsj3
Gar1,pGar1
Gnl2,pGnl2
Gnl3,pGnl3
Gtpbp4,pGtpbp4
Imp3,pImp3
Isg20l2,pIsg20l2
Lsg1,pLsg1
Mrto4,pMrto4
Nfx1,pNfx1
Noc3l,pNoc3l
Nop14,pNop14
Nop58,pNop58
Nvl,pNvl
Pdcd11,pPdcd11
Pinx1,pPinx1
Polr2e,pPolr2e
Polr3b,pPolr3b
Polr3f,pPolr3f
Polr3k,pPolr3k
Pus3,pPus3
Pwp2,pPwp2
Rbm28,pRbm28
Rcl1,pRcl1
Rpp30,pRpp30
Rrp1,pRrp1
Rrp12,pRrp12
Sdad1,pSdad1
D2Wsu81e,pD2Wsu81e
Surf6,pSurf6
Trmt1,pTrmt1
Ttc4,pTtc4
Uck1,pUck1
Uckl1,pUckl1
Utp11l,pUtp11l
Utp14b,pUtp14b
Utp18,pUtp18
Wdr43,pWdr43
Wdr6,pWdr6
Zcchc7,pZcchc7
Abca17,pAbca17
Abca4,pAbca4
Abca13,pAbca13
Abca6,pAbca6
Abca8a,pAbca8a
Abca8b,pAbca8b
Dntt,pDntt
Fam83c,pFam83c
Spef2,pSpef2
Acbd5,pAcbd5
Agps,pAgps
Hat1,pHat1
Irak2,pIrak2
Abcd3,pAbcd3
Mthfd2,pMthfd2
Mthfd2l,pMthfd2l
Tmem165,pTmem165
Edc4,pEdc4
Abce1,pAbce1
Capn5,pCapn5
Capn6,pCapn6
Cyp2e1,pCyp2e1
Actn3,pActn3
Kank2,pKank2
Ajuba,pAjuba
Tfap2d,pTfap2d
Trrap,pTrrap
Btbd11,pBtbd11
Ppp1r12b,pPpp1r12b
Acn9,pAcn9
Ehhadh,pEhhadh
Eci3,pEci3
Gas6,pGas6
Gstm6,pGstm6
Fam65a,pFam65a
Myh7,pMyh7
Acvr2b,pAcvr2b
Tgfbrap1,pTgfbrap1
Txk,pTxk
Tgfbr3,pTgfbr3
Adam12,pAdam12
Adam19,pAdam19
Adam1b,pAdam1b
Adam2,pAdam2
Adam28,pAdam28
Adam5,pAdam5
Adam7,pAdam7
Adam8,pAdam8
Fst,pFst
Adam11,pAdam11
Adam25,pAdam25
Adam26a,pAdam26a
Adam32,pAdam32
Adam22,pAdam22
Adamts7,pAdamts7
Col6a2,pCol6a2
Adamts19,pAdamts19
Col1a2,pCol1a2
Col5a2,pCol5a2
Mmp2,pMmp2
Olfm3,pOlfm3
Pid1,pPid1
Helz2,pHelz2
Ifit1,pIfit1
Ifit3,pIfit3
Lgals3bp,pLgals3bp
Oas3,pOas3
Adcy7,pAdcy7
Adcy9,pAdcy9
B3galt2,pB3galt2
Rxfp1,pRxfp1
Bai1,pBai1
Shank1,pShank1
Mmrn2,pMmrn2
Ptprb,pPtprb
Lphn1,pLphn1
Cd47,pCd47
Npc1,pNpc1
Cyp2c54,pCyp2c54
Cyp2f2,pCyp2f2
Cyp2j5,pCyp2j5
Myo1e,pMyo1e
Krt6a,pKrt6a
Qtrtd1,pQtrtd1
Dync2h1,pDync2h1
Ipo8,pIpo8
Tnrc6a,pTnrc6a
Arfgef1,pArfgef1
Arfgef2,pArfgef2
Fmo2,pFmo2
Snapc4,pSnapc4
Nynrin,pNynrin
Gpr153,pGpr153
Ccdc87,pCcdc87
Chd6,pChd6
Ubac1,pUbac1
Arid5a,pArid5a
Tbx2,pTbx2
Dnah5,pDnah5
D630045J12Rik,pD630045J12Rik
Tubgcp3,pTubgcp3
Arhgap42,pArhgap42
Iqgap2,pIqgap2
Fnip1,pFnip1
Ift122,pIft122
Kcnj5,pKcnj5
Nxpe4,pNxpe4
Hmox1,pHmox1
Cd6,pCd6
Ccdc138,pCcdc138
Iqca,pIqca
Epha8,pEpha8
Fes,pFes
Matk,pMatk
Plcb2,pPlcb2
Ret,pRet
Rock1,pRock1
Osbpl6,pOsbpl6
Stk16,pStk16
Amer3,pAmer3
Brwd3,pBrwd3
Dgat2,pDgat2
Get4,pGet4
Pja2,pPja2
Rnf139,pRnf139
Ubr1,pUbr1
Wdr11,pWdr11
Wdr26,pWdr26
Kcns1,pKcns1
Amigo1,pAmigo1
Vprbp,pVprbp
Mpp7,pMpp7
Tmod1,pTmod1
Anapc1,pAnapc1
Cwf19l2,pCwf19l2
Cybb,pCybb
Cyp24a1,pCyp24a1
Fbxo5,pFbxo5
Stag3,pStag3
Dsc1,pDsc1
Krt77,pKrt77
A230046K03Rik,pA230046K03Rik
Cep250,pCep250
Hbp1,pHbp1
Ano3,pAno3
Ano7,pAno7
2510003E04Rik,p2510003E04Rik
Rbm25,pRbm25
Mea1,pMea1
Picalm,pPicalm
Fkbp15,pFkbp15
Fam21,pFam21
E430025E21Rik,pE430025E21Rik
Tshz2,pTshz2
Zw10,pZw10
4931428F04Rik,p4931428F04Rik
