lncRNA_id,identifier,gene_name,gene_id
lENSG00000240478,ENSG00000240478,AC012081.1,ENSG00000240478
lENSG00000240497,ENSG00000240497,AC092919.1,ENSG00000240497
lENSG00000240498,ENSG00000240498,ANRIL,ENSG00000240498
lENSG00000240499,ENSG00000240499,AC004594.1,ENSG00000240499
lENSG00000240521,ENSG00000240521,AC092979.1,ENSG00000240521
lENSG00000240527,ENSG00000240527,AL365273.1,ENSG00000240527
lENSG00000240535,ENSG00000240535,AC034238.1,ENSG00000240535
lENSG00000240553,ENSG00000240553,AL031428.1,ENSG00000240553
lENSG00000240571,ENSG00000240571,AC087071.2,ENSG00000240571
lENSG00000240573,ENSG00000240573,AC117462.1,ENSG00000240573
lENSG00000240591,ENSG00000240591,AL096701.3,ENSG00000240591
lENSG00000240666,ENSG00000240666,MME-AS1,ENSG00000240666
lENSG00000240687,ENSG00000240687,AC082651.1,ENSG00000240687
lENSG00000240708,ENSG00000240708,LINC02030,ENSG00000240708
lENSG00000240710,ENSG00000240710,AL512306.3,ENSG00000240710
lENSG00000240731,ENSG00000240731,AL139287.1,ENSG00000240731
lENSG00000240758,ENSG00000240758,AC010655.2,ENSG00000240758
lENSG00000240790,ENSG00000240790,AC073934.1,ENSG00000240790
lENSG00000240792,ENSG00000240792,AC079910.1,ENSG00000240792
lENSG00000240801,ENSG00000240801,AC132217.1,ENSG00000240801
lENSG00000240842,ENSG00000240842,AC099328.2,ENSG00000240842
lENSG00000240859,ENSG00000240859,AC093627.4,ENSG00000240859
lENSG00000240868,ENSG00000240868,C1QTNF9-AS1,ENSG00000240868
lENSG00000240963,ENSG00000240963,AL645465.1,ENSG00000240963
lENSG00000240973,ENSG00000240973,AC093714.1,ENSG00000240973
lENSG00000240996,ENSG00000240996,AL157400.4,ENSG00000240996
lENSG00000241048,ENSG00000241048,AC117386.1,ENSG00000241048
lENSG00000241054,ENSG00000241054,AL035454.1,ENSG00000241054
lENSG00000241073,ENSG00000241073,AC093019.2,ENSG00000241073
lENSG00000241098,ENSG00000241098,LINC01994,ENSG00000241098
lENSG00000241111,ENSG00000241111,AC092040.1,ENSG00000241111
lENSG00000241131,ENSG00000241131,LINC02032,ENSG00000241131
lENSG00000241151,ENSG00000241151,LINC02066,ENSG00000241151
lENSG00000241168,ENSG00000241168,AC128685.1,ENSG00000241168
lENSG00000241169,ENSG00000241169,FO393419.2,ENSG00000241169
lENSG00000241202,ENSG00000241202,ZIC4-AS1,ENSG00000241202
lENSG00000241213,ENSG00000241213,LINC02024,ENSG00000241213
lENSG00000241219,ENSG00000241219,AC078785.2,ENSG00000241219
lENSG00000241220,ENSG00000241220,AC078788.1,ENSG00000241220
lENSG00000241231,ENSG00000241231,AC068308.1,ENSG00000241231
lENSG00000241269,ENSG00000241269,AC093620.1,ENSG00000241269
lENSG00000241280,ENSG00000241280,AC106712.1,ENSG00000241280
lENSG00000241288,ENSG00000241288,LINC02614,ENSG00000241288
lENSG00000241295,ENSG00000241295,ZBTB20-AS2,ENSG00000241295
lENSG00000241326,ENSG00000241326,AL603962.1,ENSG00000241326
lENSG00000241328,ENSG00000241328,LINC02070,ENSG00000241328
lENSG00000241345,ENSG00000241345,AC004690.2,ENSG00000241345
lENSG00000241357,ENSG00000241357,AC092849.2,ENSG00000241357
lENSG00000241383,ENSG00000241383,LINC01997,ENSG00000241383
lENSG00000241388,ENSG00000241388,HNF1A-AS1,ENSG00000241388
lENSG00000241397,ENSG00000241397,LINC00903,ENSG00000241397
lENSG00000241409,ENSG00000241409,AC064852.1,ENSG00000241409
lENSG00000241449,ENSG00000241449,AC092666.1,ENSG00000241449
lENSG00000241456,ENSG00000241456,AC005996.1,ENSG00000241456
lENSG00000241475,ENSG00000241475,AL160408.4,ENSG00000241475
lENSG00000241479,ENSG00000241479,AC074033.1,ENSG00000241479
lENSG00000241490,ENSG00000241490,AC093010.2,ENSG00000241490
lENSG00000241505,ENSG00000241505,AL391645.1,ENSG00000241505
lENSG00000241520,ENSG00000241520,AC098820.3,ENSG00000241520
lENSG00000241525,ENSG00000241525,AC141424.1,ENSG00000241525
lENSG00000241544,ENSG00000241544,LINC02029,ENSG00000241544
lENSG00000241577,ENSG00000241577,AC060234.3,ENSG00000241577
lENSG00000241593,ENSG00000241593,AC099542.1,ENSG00000241593
lENSG00000241596,ENSG00000241596,AC092468.1,ENSG00000241596
lENSG00000241636,ENSG00000241636,LINC01323,ENSG00000241636
lENSG00000241666,ENSG00000241666,AL031733.2,ENSG00000241666
lENSG00000241696,ENSG00000241696,LINC02053,ENSG00000241696
lENSG00000241720,ENSG00000241720,AL158847.1,ENSG00000241720
lENSG00000241728,ENSG00000241728,AP001062.3,ENSG00000241728
lENSG00000241749,ENSG00000241749,RPSAP52,ENSG00000241749
lENSG00000241754,ENSG00000241754,AC063938.1,ENSG00000241754
lENSG00000241764,ENSG00000241764,AC002467.1,ENSG00000241764
lENSG00000241770,ENSG00000241770,AC104411.1,ENSG00000241770
lENSG00000241772,ENSG00000241772,AC092620.1,ENSG00000241772
lENSG00000241792,ENSG00000241792,AC092958.2,ENSG00000241792
lENSG00000241818,ENSG00000241818,AC123768.1,ENSG00000241818
lENSG00000241860,ENSG00000241860,AL627309.5,ENSG00000241860
lENSG00000241882,ENSG00000241882,AC124893.1,ENSG00000241882
lENSG00000241884,ENSG00000241884,AC114401.1,ENSG00000241884
lENSG00000241886,ENSG00000241886,AC112496.1,ENSG00000241886
lENSG00000241921,ENSG00000241921,AC000372.1,ENSG00000241921
lENSG00000241933,ENSG00000241933,DENND6A-DT,ENSG00000241933
lENSG00000241954,ENSG00000241954,AL021937.4,ENSG00000241954
lENSG00000241956,ENSG00000241956,AC109466.1,ENSG00000241956
lENSG00000241985,ENSG00000241985,WWTR1-IT1,ENSG00000241985
lENSG00000242009,ENSG00000242009,AC129807.1,ENSG00000242009
lENSG00000242012,ENSG00000242012,AC084211.1,ENSG00000242012
lENSG00000242021,ENSG00000242021,AC112493.1,ENSG00000242021
lENSG00000242029,ENSG00000242029,AC078980.1,ENSG00000242029
lENSG00000242072,ENSG00000242072,AC092590.1,ENSG00000242072
lENSG00000242082,ENSG00000242082,SLC5A4-AS1,ENSG00000242082
lENSG00000242086,ENSG00000242086,MUC20-OT1,ENSG00000242086
lENSG00000242094,ENSG00000242094,FOXP1-IT1,ENSG00000242094
lENSG00000242107,ENSG00000242107,LINC01100,ENSG00000242107
lENSG00000242136,ENSG00000242136,AC093904.2,ENSG00000242136
lENSG00000242147,ENSG00000242147,LINC02657,ENSG00000242147
lENSG00000242154,ENSG00000242154,AC004884.2,ENSG00000242154
lENSG00000242207,ENSG00000242207,HOXB-AS4,ENSG00000242207
lENSG00000242268,ENSG00000242268,LINC02082,ENSG00000242268
lENSG00000242282,ENSG00000242282,AC108488.1,ENSG00000242282
lENSG00000242288,ENSG00000242288,BMS1P4-AGAP5,ENSG00000242288
lENSG00000242317,ENSG00000242317,AC121764.1,ENSG00000242317
lENSG00000242339,ENSG00000242339,LINC02025,ENSG00000242339
lENSG00000242375,ENSG00000242375,AL590705.3,ENSG00000242375
lENSG00000242391,ENSG00000242391,AC099677.4,ENSG00000242391
lENSG00000242396,ENSG00000242396,AC096536.2,ENSG00000242396
lENSG00000242407,ENSG00000242407,AC091179.1,ENSG00000242407
lENSG00000242440,ENSG00000242440,LINC02046,ENSG00000242440
lENSG00000242474,ENSG00000242474,AC093627.5,ENSG00000242474
lENSG00000242536,ENSG00000242536,AC079943.2,ENSG00000242536
lENSG00000242539,ENSG00000242539,AC007620.2,ENSG00000242539
lENSG00000242540,ENSG00000242540,AC010729.2,ENSG00000242540
lENSG00000242545,ENSG00000242545,AC126121.2,ENSG00000242545
lENSG00000242553,ENSG00000242553,AP001432.1,ENSG00000242553
lENSG00000242568,ENSG00000242568,AC121764.2,ENSG00000242568
lENSG00000242578,ENSG00000242578,AC073288.2,ENSG00000242578
lENSG00000242588,ENSG00000242588,AC108010.1,ENSG00000242588
lENSG00000242590,ENSG00000242590,AL645608.5,ENSG00000242590
lENSG00000242593,ENSG00000242593,AC006148.1,ENSG00000242593
lENSG00000242611,ENSG00000242611,AC093627.6,ENSG00000242611
lENSG00000242618,ENSG00000242618,AC112219.1,ENSG00000242618
lENSG00000242622,ENSG00000242622,AC092910.3,ENSG00000242622
lENSG00000242628,ENSG00000242628,AC009228.1,ENSG00000242628
lENSG00000242671,ENSG00000242671,LINC02010,ENSG00000242671
lENSG00000242686,ENSG00000242686,AC107464.1,ENSG00000242686
lENSG00000242741,ENSG00000242741,LINC02005,ENSG00000242741
lENSG00000242753,ENSG00000242753,AL445430.2,ENSG00000242753
lENSG00000242781,ENSG00000242781,LINC02050,ENSG00000242781
lENSG00000242795,ENSG00000242795,AC007849.1,ENSG00000242795
lENSG00000242798,ENSG00000242798,AC073842.2,ENSG00000242798
lENSG00000242808,ENSG00000242808,SOX2OT,ENSG00000242808
lENSG00000242816,ENSG00000242816,AC092691.3,ENSG00000242816
lENSG00000242828,ENSG00000242828,AC068756.1,ENSG00000242828
lENSG00000242861,ENSG00000242861,AL591895.1,ENSG00000242861
lENSG00000242880,ENSG00000242880,AC026341.1,ENSG00000242880
lENSG00000242902,ENSG00000242902,FLNC-AS1,ENSG00000242902
lENSG00000242925,ENSG00000242925,PLCH1-AS2,ENSG00000242925
lENSG00000242973,ENSG00000242973,AL591242.1,ENSG00000242973
lENSG00000243004,ENSG00000243004,AC005062.1,ENSG00000243004
lENSG00000243008,ENSG00000243008,AL359538.1,ENSG00000243008
lENSG00000243018,ENSG00000243018,AC005486.1,ENSG00000243018
lENSG00000243055,ENSG00000243055,GK-AS1,ENSG00000243055
lENSG00000243062,ENSG00000243062,AL359853.2,ENSG00000243062
lENSG00000243089,ENSG00000243089,AC107029.1,ENSG00000243089
lENSG00000243107,ENSG00000243107,AC000120.1,ENSG00000243107
lENSG00000243144,ENSG00000243144,AC079760.2,ENSG00000243144
lENSG00000243149,ENSG00000243149,LINC02040,ENSG00000243149
lENSG00000243150,ENSG00000243150,AC106707.1,ENSG00000243150
lENSG00000243155,ENSG00000243155,AL162431.1,ENSG00000243155
lENSG00000243176,ENSG00000243176,AC092944.1,ENSG00000243176
lENSG00000243179,ENSG00000243179,AC110769.1,ENSG00000243179
lENSG00000243187,ENSG00000243187,CCDC39-AS1,ENSG00000243187
lENSG00000243193,ENSG00000243193,AC006387.1,ENSG00000243193
lENSG00000243197,ENSG00000243197,LOC285194,ENSG00000243197
lENSG00000243230,ENSG00000243230,AC011005.4,ENSG00000243230
lENSG00000243243,ENSG00000243243,AC073130.2,ENSG00000243243
lENSG00000243273,ENSG00000243273,AC020636.1,ENSG00000243273
lENSG00000243276,ENSG00000243276,AC068633.1,ENSG00000243276
lENSG00000243295,ENSG00000243295,AC126121.3,ENSG00000243295
lENSG00000243296,ENSG00000243296,AC078828.1,ENSG00000243296
lENSG00000243305,ENSG00000243305,AC026347.1,ENSG00000243305
lENSG00000243321,ENSG00000243321,LINC01998,ENSG00000243321
lENSG00000243347,ENSG00000243347,LINC02045,ENSG00000243347
lENSG00000243349,ENSG00000243349,AL358394.2,ENSG00000243349
lENSG00000243368,ENSG00000243368,MCCC1-AS1,ENSG00000243368
lENSG00000243389,ENSG00000243389,AC012442.2,ENSG00000243389
lENSG00000243410,ENSG00000243410,PSMD6-AS1,ENSG00000243410
lENSG00000243415,ENSG00000243415,AC107021.1,ENSG00000243415
lENSG00000243433,ENSG00000243433,AC010973.1,ENSG00000243433
lENSG00000243479,ENSG00000243479,MNX1-AS1,ENSG00000243479
lENSG00000243485,ENSG00000243485,MIR1302-2HG,ENSG00000243485
lENSG00000243486,ENSG00000243486,AC068985.1,ENSG00000243486
lENSG00000243491,ENSG00000243491,AC082651.3,ENSG00000243491
lENSG00000243572,ENSG00000243572,LINC02017,ENSG00000243572
lENSG00000243574,ENSG00000243574,AC006148.2,ENSG00000243574
lENSG00000243613,ENSG00000243613,AL513523.4,ENSG00000243613
lENSG00000243620,ENSG00000243620,AC092957.1,ENSG00000243620
lENSG00000243655,ENSG00000243655,AC132825.2,ENSG00000243655
lENSG00000243694,ENSG00000243694,LINC02027,ENSG00000243694
lENSG00000243762,ENSG00000243762,AC006547.2,ENSG00000243762
lENSG00000243797,ENSG00000243797,AC004917.1,ENSG00000243797
lENSG00000243810,ENSG00000243810,AL121721.1,ENSG00000243810
lENSG00000243818,ENSG00000243818,AC021074.3,ENSG00000243818
lENSG00000243819,ENSG00000243819,RN7SL832P,ENSG00000243819
lENSG00000243861,ENSG00000243861,AC092994.1,ENSG00000243861
lENSG00000243902,ENSG00000243902,FP325335.1,ENSG00000243902
lENSG00000243903,ENSG00000243903,AC138057.1,ENSG00000243903
lENSG00000243944,ENSG00000243944,AC117386.2,ENSG00000243944
lENSG00000243960,ENSG00000243960,AL390195.1,ENSG00000243960
lENSG00000243961,ENSG00000243961,PARAL1,ENSG00000243961
lENSG00000243969,ENSG00000243969,AC073359.2,ENSG00000243969
lENSG00000244036,ENSG00000244036,AC073320.1,ENSG00000244036
lENSG00000244055,ENSG00000244055,AC007566.1,ENSG00000244055
lENSG00000244124,ENSG00000244124,ATP1B3-AS1,ENSG00000244124
lENSG00000244137,ENSG00000244137,AL512328.1,ENSG00000244137
lENSG00000244151,ENSG00000244151,AC010973.2,ENSG00000244151
lENSG00000244158,ENSG00000244158,Z84488.1,ENSG00000244158
lENSG00000244161,ENSG00000244161,FLNB-AS1,ENSG00000244161
lENSG00000244184,ENSG00000244184,AC091153.3,ENSG00000244184
lENSG00000244198,ENSG00000244198,AC004889.1,ENSG00000244198
lENSG00000244247,ENSG00000244247,LINC01995,ENSG00000244247
lENSG00000244252,ENSG00000244252,,ENSG00000244252
lENSG00000244260,ENSG00000244260,AC082651.4,ENSG00000244260
lENSG00000244265,ENSG00000244265,SIAH2-AS1,ENSG00000244265
lENSG00000244268,ENSG00000244268,AC117394.2,ENSG00000244268
lENSG00000244278,ENSG00000244278,AP000235.1,ENSG00000244278
lENSG00000244286,ENSG00000244286,ITGB5-AS1,ENSG00000244286
lENSG00000244310,ENSG00000244310,AC093904.3,ENSG00000244310
lENSG00000244327,ENSG00000244327,AC109992.2,ENSG00000244327
lENSG00000244332,ENSG00000244332,AL138759.1,ENSG00000244332
lENSG00000244345,ENSG00000244345,AC104435.2,ENSG00000244345
lENSG00000244349,ENSG00000244349,AL662791.1,ENSG00000244349
lENSG00000244358,ENSG00000244358,AC055758.2,ENSG00000244358
lENSG00000244380,ENSG00000244380,AC134772.1,ENSG00000244380
lENSG00000244383,ENSG00000244383,FAM3D-AS1,ENSG00000244383
lENSG00000244459,ENSG00000244459,AC147067.1,ENSG00000244459
lENSG00000244461,ENSG00000244461,LINC02077,ENSG00000244461
lENSG00000244464,ENSG00000244464,AC107029.2,ENSG00000244464
lENSG00000244468,ENSG00000244468,AC093001.1,ENSG00000244468
lENSG00000244491,ENSG00000244491,AL021707.5,ENSG00000244491
lENSG00000244513,ENSG00000244513,AC109587.1,ENSG00000244513
lENSG00000244550,ENSG00000244550,AC006455.8,ENSG00000244550
lENSG00000244558,ENSG00000244558,KCNK15-AS1,ENSG00000244558
lENSG00000244564,ENSG00000244564,PRICKLE2-DT,ENSG00000244564
lENSG00000244586,ENSG00000244586,WNT5A-AS1,ENSG00000244586
lENSG00000244620,ENSG00000244620,AC246787.2,ENSG00000244620
lENSG00000244649,ENSG00000244649,LINC02086,ENSG00000244649
lENSG00000244650,ENSG00000244650,AC025566.1,ENSG00000244650
lENSG00000244675,ENSG00000244675,AC108676.1,ENSG00000244675
lENSG00000244676,ENSG00000244676,AL109761.1,ENSG00000244676
lENSG00000244701,ENSG00000244701,AC004918.1,ENSG00000244701
lENSG00000244706,ENSG00000244706,AC026353.1,ENSG00000244706
lENSG00000244733,ENSG00000244733,AL132656.2,ENSG00000244733
lENSG00000244757,ENSG00000244757,AL137024.1,ENSG00000244757
lENSG00000244945,ENSG00000244945,AC136604.2,ENSG00000244945
lENSG00000244952,ENSG00000244952,AC123768.2,ENSG00000244952
lENSG00000244953,ENSG00000244953,AC087521.1,ENSG00000244953
lENSG00000244998,ENSG00000244998,AC100803.2,ENSG00000244998
lENSG00000245008,ENSG00000245008,AP001122.1,ENSG00000245008
lENSG00000245025,ENSG00000245025,AC107959.1,ENSG00000245025
lENSG00000245067,ENSG00000245067,IGFBP7-AS1,ENSG00000245067
lENSG00000245080,ENSG00000245080,MIR3150BHG,ENSG00000245080
lENSG00000245146,ENSG00000245146,MALINC1,ENSG00000245146
lENSG00000245148,ENSG00000245148,ARAP1-AS2,ENSG00000245148
lENSG00000245156,ENSG00000245156,AP001107.1,ENSG00000245156
lENSG00000245213,ENSG00000245213,AC105285.1,ENSG00000245213
lENSG00000245261,ENSG00000245261,AL133375.1,ENSG00000245261
lENSG00000245281,ENSG00000245281,AC124242.1,ENSG00000245281
lENSG00000245293,ENSG00000245293,AC096564.1,ENSG00000245293
lENSG00000245317,ENSG00000245317,AC008393.1,ENSG00000245317
lENSG00000245322,ENSG00000245322,AC097460.1,ENSG00000245322
lENSG00000245330,ENSG00000245330,AP005717.1,ENSG00000245330
lENSG00000245385,ENSG00000245385,AP003396.1,ENSG00000245385
lENSG00000245466,ENSG00000245466,AL357153.1,ENSG00000245466
lENSG00000245482,ENSG00000245482,AC046130.1,ENSG00000245482
lENSG00000245498,ENSG00000245498,AP000866.1,ENSG00000245498
lENSG00000245522,ENSG00000245522,LINC02709,ENSG00000245522
lENSG00000245552,ENSG00000245552,AP000787.1,ENSG00000245552
lENSG00000245571,ENSG00000245571,FAM111A-DT,ENSG00000245571
lENSG00000245614,ENSG00000245614,DDX11-AS1,ENSG00000245614
lENSG00000245648,ENSG00000245648,AC022075.1,ENSG00000245648
lENSG00000245651,ENSG00000245651,AC083805.1,ENSG00000245651
lENSG00000245662,ENSG00000245662,LINC02211,ENSG00000245662
lENSG00000245667,ENSG00000245667,AC006064.1,ENSG00000245667
lENSG00000245685,ENSG00000245685,FRG1-DT,ENSG00000245685
lENSG00000245688,ENSG00000245688,AC008659.1,ENSG00000245688
lENSG00000245694,ENSG00000245694,lncRNA-CRNDE,ENSG00000245694
lENSG00000245748,ENSG00000245748,AC097382.2,ENSG00000245748
lENSG00000245768,ENSG00000245768,AC106793.1,ENSG00000245768
lENSG00000245857,ENSG00000245857,AF233439.1,ENSG00000245857
lENSG00000245864,ENSG00000245864,MEF2C-AS2,ENSG00000245864
lENSG00000245888,ENSG00000245888,NSMCE1-DT,ENSG00000245888
lENSG00000245904,ENSG00000245904,AC025164.1,ENSG00000245904
lENSG00000245928,ENSG00000245928,AC112719.2,ENSG00000245928
lENSG00000245970,ENSG00000245970,AP003352.1,ENSG00000245970
lENSG00000246067,ENSG00000246067,RAB30-DT,ENSG00000246067
lENSG00000246089,ENSG00000246089,AC016065.1,ENSG00000246089
lENSG00000246090,ENSG00000246090,AP002026.1,ENSG00000246090
lENSG00000246130,ENSG00000246130,AC107959.2,ENSG00000246130
lENSG00000246214,ENSG00000246214,AC024588.1,ENSG00000246214
lENSG00000246225,ENSG00000246225,AC006299.1,ENSG00000246225
lENSG00000246250,ENSG00000246250,AC087521.2,ENSG00000246250
lENSG00000246283,ENSG00000246283,AC090510.1,ENSG00000246283
lENSG00000246308,ENSG00000246308,AC116535.1,ENSG00000246308
lENSG00000246316,ENSG00000246316,AC010230.1,ENSG00000246316
lENSG00000246323,ENSG00000246323,AC113382.1,ENSG00000246323
lENSG00000246331,ENSG00000246331,AC010198.1,ENSG00000246331
lENSG00000246350,ENSG00000246350,AL049543.1,ENSG00000246350
lENSG00000246375,ENSG00000246375,PPM1K-DT,ENSG00000246375
lENSG00000246379,ENSG00000246379,AC040168.1,ENSG00000246379
lENSG00000246394,ENSG00000246394,ZNF84-DT,ENSG00000246394
lENSG00000246422,ENSG00000246422,AC008781.2,ENSG00000246422
lENSG00000246451,ENSG00000246451,AL049840.2,ENSG00000246451
lENSG00000246465,ENSG00000246465,AC138904.1,ENSG00000246465
lENSG00000246477,ENSG00000246477,AF131216.1,ENSG00000246477
lENSG00000246523,ENSG00000246523,FZD4-DT,ENSG00000246523
lENSG00000246526,ENSG00000246526,LINC002481,ENSG00000246526
lENSG00000246528,ENSG00000246528,AC079089.1,ENSG00000246528
lENSG00000246541,ENSG00000246541,AC096746.1,ENSG00000246541
lENSG00000246560,ENSG00000246560,UBE2D3-AS1,ENSG00000246560
lENSG00000246582,ENSG00000246582,AC100861.1,ENSG00000246582
lENSG00000246731,ENSG00000246731,AC100786.1,ENSG00000246731
lENSG00000246774,ENSG00000246774,ZCCHC23,ENSG00000246774
lENSG00000246790,ENSG00000246790,AP000977.1,ENSG00000246790
lENSG00000246792,ENSG00000246792,AC106038.1,ENSG00000246792
lENSG00000246820,ENSG00000246820,RIC3-DT,ENSG00000246820
lENSG00000246851,ENSG00000246851,AL157938.3,ENSG00000246851
lENSG00000246863,ENSG00000246863,GPR176-DT,ENSG00000246863
lENSG00000246876,ENSG00000246876,LINC02466,ENSG00000246876
lENSG00000246889,ENSG00000246889,AP000487.1,ENSG00000246889
lENSG00000246982,ENSG00000246982,Z84485.1,ENSG00000246982
lENSG00000247011,ENSG00000247011,AC005920.1,ENSG00000247011
lENSG00000247033,ENSG00000247033,AC099508.1,ENSG00000247033
lENSG00000247049,ENSG00000247049,AC008443.2,ENSG00000247049
lENSG00000247095,ENSG00000247095,MIR210HG,ENSG00000247095
lENSG00000247121,ENSG00000247121,AC009126.1,ENSG00000247121
lENSG00000247131,ENSG00000247131,AC025263.1,ENSG00000247131
lENSG00000247134,ENSG00000247134,AC090204.1,ENSG00000247134
lENSG00000247137,ENSG00000247137,AP000873.2,ENSG00000247137
lENSG00000247151,ENSG00000247151,CSTF3-DT,ENSG00000247151
lENSG00000247193,ENSG00000247193,AC104078.1,ENSG00000247193
lENSG00000247199,ENSG00000247199,AC011346.1,ENSG00000247199
lENSG00000247228,ENSG00000247228,AC009060.1,ENSG00000247228
lENSG00000247287,ENSG00000247287,AL359220.1,ENSG00000247287
lENSG00000247311,ENSG00000247311,AC010255.1,ENSG00000247311
lENSG00000247317,ENSG00000247317,LY6E-DT,ENSG00000247317
lENSG00000247345,ENSG00000247345,AC092343.1,ENSG00000247345
lENSG00000247363,ENSG00000247363,AC090061.1,ENSG00000247363
lENSG00000247372,ENSG00000247372,AC008897.2,ENSG00000247372
lENSG00000247373,ENSG00000247373,TMED2-DT,ENSG00000247373
lENSG00000247400,ENSG00000247400,DNAJC3-DT,ENSG00000247400
lENSG00000247416,ENSG00000247416,AP000802.1,ENSG00000247416
lENSG00000247473,ENSG00000247473,CARS-AS1,ENSG00000247473
lENSG00000247498,ENSG00000247498,GPRC5D-AS1,ENSG00000247498
lENSG00000247624,ENSG00000247624,CPEB2-DT,ENSG00000247624
lENSG00000247679,ENSG00000247679,AC139795.2,ENSG00000247679
lENSG00000247728,ENSG00000247728,AC091057.2,ENSG00000247728
lENSG00000247735,ENSG00000247735,AC120114.1,ENSG00000247735
lENSG00000247765,ENSG00000247765,AC068446.2,ENSG00000247765
lENSG00000247796,ENSG00000247796,AC008966.1,ENSG00000247796
lENSG00000247810,ENSG00000247810,AL136537.1,ENSG00000247810
lENSG00000247853,ENSG00000247853,AC006064.2,ENSG00000247853
lENSG00000247867,ENSG00000247867,AP001922.1,ENSG00000247867
lENSG00000247877,ENSG00000247877,AC021086.1,ENSG00000247877
lENSG00000247903,ENSG00000247903,AC024896.1,ENSG00000247903
lENSG00000247925,ENSG00000247925,AL139807.1,ENSG00000247925
lENSG00000247934,ENSG00000247934,AC022364.1,ENSG00000247934
