lncRNA_id,identifier,gene_name,gene_id
lNONHSAG035176,NONHSAG035176,SMIM4,NONHSAG035176
lNONHSAG035181,NONHSAG035181,RP5-966M1.5,NONHSAG035181
lNONHSAG035183,NONHSAG035183,RP5-966M1.4,NONHSAG035183
lNONHSAG035187,NONHSAG035187,NONHSAG035187,NONHSAG035187
lNONHSAG035191,NONHSAG035191,ITIH4-AS1,NONHSAG035191
lNONHSAG035194,NONHSAG035194,TMEM110-MUSTN1,NONHSAG035194
lNONHSAG035195,NONHSAG035195,NONHSAG035195,NONHSAG035195
lNONHSAG035197,NONHSAG035197,NONHSAG035197,NONHSAG035197
lNONHSAG035198,NONHSAG035198,SERBP1P3,NONHSAG035198
lNONHSAG035199,NONHSAG035199,NONHSAG035199,NONHSAG035199
lNONHSAG035200,NONHSAG035200,NONHSAG035200,NONHSAG035200
lNONHSAG035201,NONHSAG035201,NONHSAG035201,NONHSAG035201
lNONHSAG035203,NONHSAG035203,NONHSAG035203,NONHSAG035203
lNONHSAG035205,NONHSAG035205,NONHSAG035205,NONHSAG035205
lNONHSAG035208,NONHSAG035208,NONHSAG035208,NONHSAG035208
lNONHSAG035211,NONHSAG035211,NONHSAG035211,NONHSAG035211
lNONHSAG035212,NONHSAG035212,SELK,NONHSAG035212
lNONHSAG035213,NONHSAG035213,NONHSAG035213,NONHSAG035213
lNONHSAG035214,NONHSAG035214,CABYRP1,NONHSAG035214
lNONHSAG035215,NONHSAG035215,NONHSAG035215,NONHSAG035215
lNONHSAG035217,NONHSAG035217,NONHSAG035217,NONHSAG035217
lNONHSAG035218,NONHSAG035218,RPS15P5,NONHSAG035218
lNONHSAG035219,NONHSAG035219,ESRG,NONHSAG035219
lNONHSAG035220,NONHSAG035220,CACNA2D3-AS1,NONHSAG035220
lNONHSAG035221,NONHSAG035221,RP11-889D3.1,NONHSAG035221
lNONHSAG035222,NONHSAG035222,RP11-889D3.2,NONHSAG035222
lNONHSAG035226,NONHSAG035226,RP11-875H7.1,NONHSAG035226
lNONHSAG035227,NONHSAG035227,RP11-875H7.2,NONHSAG035227
lNONHSAG035230,NONHSAG035230,WNT5A-AS1,NONHSAG035230
lNONHSAG035231,NONHSAG035231,RP11-875H7.5,NONHSAG035231
lNONHSAG035233,NONHSAG035233,RP11-58O15.1,NONHSAG035233
lNONHSAG035234,NONHSAG035234,NONHSAG035234,NONHSAG035234
lNONHSAG035235,NONHSAG035235,RN7SKP45,NONHSAG035235
lNONHSAG035238,NONHSAG035238,CCDC66,NONHSAG035238
lNONHSAG035243,NONHSAG035243,NONHSAG035243,NONHSAG035243
lNONHSAG035246,NONHSAG035246,ARHGEF3-AS1,NONHSAG035246
lNONHSAG035247,NONHSAG035247,NONHSAG035247,NONHSAG035247
lNONHSAG035249,NONHSAG035249,RPI002_003863,NONHSAG035249
lNONHSAG035250,NONHSAG035250,NONHSAG035250,NONHSAG035250
lNONHSAG035253,NONHSAG035253,RP11-229A12.2,NONHSAG035253
lNONHSAG035254,NONHSAG035254,NONHSAG035254,NONHSAG035254
lNONHSAG035256,NONHSAG035256,NONHSAG035256,NONHSAG035256
lNONHSAG035257,NONHSAG035257,RP11-755B10.2,NONHSAG035257
lNONHSAG035260,NONHSAG035260,RP11-755B10.3,NONHSAG035260
lNONHSAG035261,NONHSAG035261,NONHSAG035261,NONHSAG035261
lNONHSAG035262,NONHSAG035262,SLMAP,NONHSAG035262
lNONHSAG035263,NONHSAG035263,RP11-332H21.2,NONHSAG035263
lNONHSAG035264,NONHSAG035264,NONHSAG035264,NONHSAG035264
lNONHSAG035266,NONHSAG035266,NONHSAG035266,NONHSAG035266
lNONHSAG035268,NONHSAG035268,NONHSAG035268,NONHSAG035268
lNONHSAG035270,NONHSAG035270,NONHSAG035270,NONHSAG035270
lNONHSAG035271,NONHSAG035271,FLNB-AS1,NONHSAG035271
lNONHSAG035272,NONHSAG035272,NONHSAG035272,NONHSAG035272
lNONHSAG035277,NONHSAG035277,RPP14,NONHSAG035277
lNONHSAG035278,NONHSAG035278,NONHSAG035278,NONHSAG035278
lNONHSAG035283,NONHSAG035283,ACOX2,NONHSAG035283
lNONHSAG035284,NONHSAG035284,RP11-475O23.2,NONHSAG035284
lNONHSAG035285,NONHSAG035285,RP11-475O23.3,NONHSAG035285
lNONHSAG035286,NONHSAG035286,RP11-147N17.1;C3orf67-AS1,NONHSAG035286
lNONHSAG035287,NONHSAG035287,CTD-2185K10.1,NONHSAG035287
lNONHSAG035288,NONHSAG035288,RP11-285B24.1,NONHSAG035288
lNONHSAG035289,NONHSAG035289,RP11-719N22.2,NONHSAG035289
lNONHSAG035291,NONHSAG035291,NONHSAG035291,NONHSAG035291
lNONHSAG035294,NONHSAG035294,NONHSAG035294,NONHSAG035294
lNONHSAG035296,NONHSAG035296,RP11-641C17.4,NONHSAG035296
lNONHSAG035297,NONHSAG035297,RP11-641C17.1,NONHSAG035297
lNONHSAG035299,NONHSAG035299,NONHSAG035299,NONHSAG035299
lNONHSAG035300,NONHSAG035300,NONHSAG035300,NONHSAG035300
lNONHSAG035301,NONHSAG035301,NONHSAG035301,NONHSAG035301
lNONHSAG035303,NONHSAG035303,NONHSAG035303,NONHSAG035303
lNONHSAG035304,NONHSAG035304,RNU2-10P,NONHSAG035304
lNONHSAG035305,NONHSAG035305,PTPRG-AS1,NONHSAG035305
lNONHSAG035306,NONHSAG035306,C3orf14,NONHSAG035306
lNONHSAG035308,NONHSAG035308,RP11-1036F1.1,NONHSAG035308
lNONHSAG035309,NONHSAG035309,RN7SL863P,NONHSAG035309
lNONHSAG035310,NONHSAG035310,LINC00698,NONHSAG035310
lNONHSAG035313,NONHSAG035313,NONHSAG035313,NONHSAG035313
lNONHSAG035314,NONHSAG035314,SYNPR-AS1,NONHSAG035314
lNONHSAG035315,NONHSAG035315,AC136289.1,NONHSAG035315
lNONHSAG035316,NONHSAG035316,NONHSAG035316,NONHSAG035316
lNONHSAG035317,NONHSAG035317,THOC7-AS1,NONHSAG035317
lNONHSAG035318,NONHSAG035318,ATXN7,NONHSAG035318
lNONHSAG035319,NONHSAG035319,PSMD6-AS2;Lnc00462717,NONHSAG035319
lNONHSAG035321,NONHSAG035321,RP11-129B22.1;PRICKLE2-AS1,NONHSAG035321
lNONHSAG035323,NONHSAG035323,LINC00994,NONHSAG035323
lNONHSAG035324,NONHSAG035324,PRICKLE2-AS2,NONHSAG035324
lNONHSAG035325,NONHSAG035325,PRDX3P4,NONHSAG035325
lNONHSAG035326,NONHSAG035326,PRICKLE2-AS3,NONHSAG035326
lNONHSAG035327,NONHSAG035327,RP11-14D22.2,NONHSAG035327
lNONHSAG035328,NONHSAG035328,RP11-14D22.1,NONHSAG035328
lNONHSAG035331,NONHSAG035331,ADAMTS9,NONHSAG035331
lNONHSAG035332,NONHSAG035332,ADAMTS9-AS1,NONHSAG035332
lNONHSAG035336,NONHSAG035336,NONHSAG035336,NONHSAG035336
lNONHSAG035337,NONHSAG035337,NONHSAG035337,NONHSAG035337
lNONHSAG035338,NONHSAG035338,NONHSAG035338,NONHSAG035338
lNONHSAG035339,NONHSAG035339,NONHSAG035339,NONHSAG035339
lNONHSAG035341,NONHSAG035341,NONHSAG035341,NONHSAG035341
lNONHSAG035342,NONHSAG035342,RP11-543A18.1,NONHSAG035342
lNONHSAG035343,NONHSAG035343,RP11-88H12.2,NONHSAG035343
lNONHSAG035344,NONHSAG035344,AC104438.1,NONHSAG035344
lNONHSAG035345,NONHSAG035345,ILF2P1,NONHSAG035345
lNONHSAG035346,NONHSAG035346,RPL17P17,NONHSAG035346
lNONHSAG035347,NONHSAG035347,MAGI1,NONHSAG035347
lNONHSAG035348,NONHSAG035348,MAGI1-AS1,NONHSAG035348
lNONHSAG035349,NONHSAG035349,AC106827.1,NONHSAG035349
lNONHSAG035350,NONHSAG035350,NONHSAG035350,NONHSAG035350
lNONHSAG035351,NONHSAG035351,SLC25A26,NONHSAG035351
lNONHSAG035352,NONHSAG035352,RN7SL482P,NONHSAG035352
lNONHSAG035357,NONHSAG035357,NONHSAG035357,NONHSAG035357
lNONHSAG035358,NONHSAG035358,NONHSAG035358,NONHSAG035358
lNONHSAG035362,NONHSAG035362,RP11-85I21.1,NONHSAG035362
lNONHSAG035363,NONHSAG035363,NDUFB4P1,NONHSAG035363
lNONHSAG035364,NONHSAG035364,RP11-81N13.1;SUCLG2-AS1,NONHSAG035364
lNONHSAG035365,NONHSAG035365,NONHSAG035365,NONHSAG035365
lNONHSAG035367,NONHSAG035367,NONHSAG035367,NONHSAG035367
lNONHSAG035369,NONHSAG035369,CTD-2013N24.2,NONHSAG035369
lNONHSAG035370,NONHSAG035370,NONHSAG035370,NONHSAG035370
lNONHSAG035373,NONHSAG035373,UBA3,NONHSAG035373
lNONHSAG035376,NONHSAG035376,FRMD4B,NONHSAG035376
lNONHSAG035377,NONHSAG035377,RBM43P1,NONHSAG035377
lNONHSAG035378,NONHSAG035378,RP11-62G11.1,NONHSAG035378
lNONHSAG035379,NONHSAG035379,RP11-62G11.2,NONHSAG035379
lNONHSAG035382,NONHSAG035382,NONHSAG035382,NONHSAG035382
lNONHSAG035383,NONHSAG035383,RN7SL418P,NONHSAG035383
lNONHSAG035385,NONHSAG035385,NONHSAG035385,NONHSAG035385
lNONHSAG035386,NONHSAG035386,RP11-963H1.1,NONHSAG035386
lNONHSAG035388,NONHSAG035388,NONHSAG035388,NONHSAG035388
lNONHSAG035389,NONHSAG035389,NONHSAG035389,NONHSAG035389
lNONHSAG035390,NONHSAG035390,NONHSAG035390,NONHSAG035390
lNONHSAG035391,NONHSAG035391,NONHSAG035391,NONHSAG035391
lNONHSAG035392,NONHSAG035392,COX6CP6,NONHSAG035392
lNONHSAG035395,NONHSAG035395,NONHSAG035395,NONHSAG035395
lNONHSAG035396,NONHSAG035396,RPI002_005269,NONHSAG035396
lNONHSAG035397,NONHSAG035397,FOXP1-AS1,NONHSAG035397
lNONHSAG035400,NONHSAG035400,NONHSAG035400,NONHSAG035400
lNONHSAG035401,NONHSAG035401,FOXP1-IT1,NONHSAG035401
lNONHSAG035402,NONHSAG035402,NONHSAG035402,NONHSAG035402
lNONHSAG035404,NONHSAG035404,NONHSAG035404,NONHSAG035404
lNONHSAG035405,NONHSAG035405,NONHSAG035405,NONHSAG035405
lNONHSAG035407,NONHSAG035407,NONHSAG035407,NONHSAG035407
lNONHSAG035408,NONHSAG035408,RPI002_005204,NONHSAG035408
lNONHSAG035409,NONHSAG035409,RPI002_005203,NONHSAG035409
lNONHSAG035411,NONHSAG035411,NONHSAG035411,NONHSAG035411
lNONHSAG035412,NONHSAG035412,NONHSAG035412,NONHSAG035412
lNONHSAG035415,NONHSAG035415,NONHSAG035415,NONHSAG035415
lNONHSAG035416,NONHSAG035416,LINC00870,NONHSAG035416
lNONHSAG035418,NONHSAG035418,RP11-433A10.2,NONHSAG035418
lNONHSAG035419,NONHSAG035419,RPI002_004419,NONHSAG035419
lNONHSAG035420,NONHSAG035420,RP11-447M4.1,NONHSAG035420
lNONHSAG035421,NONHSAG035421,NONHSAG035421,NONHSAG035421
lNONHSAG035422,NONHSAG035422,RP11-654C22.2,NONHSAG035422
lNONHSAG035423,NONHSAG035423,NONHSAG035423,NONHSAG035423
lNONHSAG035426,NONHSAG035426,NONHSAG035426,NONHSAG035426
lNONHSAG035428,NONHSAG035428,NONHSAG035428,NONHSAG035428
lNONHSAG035430,NONHSAG035430,RPI002_007570,NONHSAG035430
lNONHSAG035432,NONHSAG035432,NONHSAG035432,NONHSAG035432
lNONHSAG035433,NONHSAG035433,PDZRN3-AS1,NONHSAG035433
lNONHSAG035435,NONHSAG035435,RP11-20B7.1,NONHSAG035435
lNONHSAG035436,NONHSAG035436,RP11-508O18.1,NONHSAG035436
lNONHSAG035437,NONHSAG035437,RP11-781E19.1,NONHSAG035437
lNONHSAG035438,NONHSAG035438,NONHSAG035438,NONHSAG035438
lNONHSAG035440,NONHSAG035440,NIPA2P2,NONHSAG035440
lNONHSAG035442,NONHSAG035442,NONHSAG035442,NONHSAG035442
lNONHSAG035443,NONHSAG035443,NONHSAG035443,NONHSAG035443
lNONHSAG035445,NONHSAG035445,RP11-803B1.2,NONHSAG035445
lNONHSAG035446,NONHSAG035446,FAM86DP,NONHSAG035446
lNONHSAG035447,NONHSAG035447,NONHSAG035447,NONHSAG035447
lNONHSAG035448,NONHSAG035448,NONHSAG035448,NONHSAG035448
lNONHSAG035450,NONHSAG035450,NONHSAG035450,NONHSAG035450
lNONHSAG035451,NONHSAG035451,RP11-413E6.1,NONHSAG035451
lNONHSAG035452,NONHSAG035452,NONHSAG035452,NONHSAG035452
lNONHSAG035453,NONHSAG035453,NONHSAG035453,NONHSAG035453
lNONHSAG035455,NONHSAG035455,RP11-413E6.7,NONHSAG035455
lNONHSAG035456,NONHSAG035456,LINC00960,NONHSAG035456
lNONHSAG035458,NONHSAG035458,NONHSAG035458,NONHSAG035458
lNONHSAG035460,NONHSAG035460,NONHSAG035460,NONHSAG035460
lNONHSAG035462,NONHSAG035462,NONHSAG035462,NONHSAG035462
lNONHSAG035463,NONHSAG035463,RP11-354H21.1,NONHSAG035463
lNONHSAG035464,NONHSAG035464,NONHSAG035464,NONHSAG035464
lNONHSAG035465,NONHSAG035465,RP11-354H21.2,NONHSAG035465
lNONHSAG035467,NONHSAG035467,RN7SKP61,NONHSAG035467
lNONHSAG035468,NONHSAG035468,RP11-314M24.1,NONHSAG035468
lNONHSAG035473,NONHSAG035473,RN7SL751P,NONHSAG035473
lNONHSAG035476,NONHSAG035476,NONHSAG035476,NONHSAG035476
lNONHSAG035477,NONHSAG035477,RP11-47P18.1,NONHSAG035477
lNONHSAG035479,NONHSAG035479,RP11-6B4.1,NONHSAG035479
lNONHSAG035484,NONHSAG035484,RP11-520D19.2,NONHSAG035484
lNONHSAG035486,NONHSAG035486,NONHSAG035486,NONHSAG035486
lNONHSAG035488,NONHSAG035488,RP11-142L1.1,NONHSAG035488
lNONHSAG035489,NONHSAG035489,RP11-359D24.1,NONHSAG035489
lNONHSAG035490,NONHSAG035490,NONHSAG035490,NONHSAG035490
lNONHSAG035493,NONHSAG035493,NONHSAG035493,NONHSAG035493
lNONHSAG035494,NONHSAG035494,NONHSAG035494,NONHSAG035494
lNONHSAG035495,NONHSAG035495,NONHSAG035495,NONHSAG035495
lNONHSAG035497,NONHSAG035497,NONHSAG035497,NONHSAG035497
lNONHSAG035498,NONHSAG035498,LINC00971,NONHSAG035498
lNONHSAG035500,NONHSAG035500,RP11-735B13.2,NONHSAG035500
lNONHSAG035502,NONHSAG035502,CADM2-AS2,NONHSAG035502
lNONHSAG035503,NONHSAG035503,CADM2-AS1,NONHSAG035503
lNONHSAG035504,NONHSAG035504,NONHSAG035504,NONHSAG035504
lNONHSAG035505,NONHSAG035505,NONHSAG035505,NONHSAG035505
lNONHSAG035508,NONHSAG035508,RP11-331K15.1,NONHSAG035508
lNONHSAG035509,NONHSAG035509,NONHSAG035509,NONHSAG035509
lNONHSAG035511,NONHSAG035511,NONHSAG035511,NONHSAG035511
lNONHSAG035515,NONHSAG035515,RP11-451B8.1,NONHSAG035515
lNONHSAG035517,NONHSAG035517,CBX5P1,NONHSAG035517
lNONHSAG035518,NONHSAG035518,NONHSAG035518,NONHSAG035518
lNONHSAG035519,NONHSAG035519,RP11-159G9.5,NONHSAG035519
lNONHSAG035522,NONHSAG035522,NONHSAG035522,NONHSAG035522
lNONHSAG035523,NONHSAG035523,NONHSAG035523,NONHSAG035523
lNONHSAG035528,NONHSAG035528,RP11-557B13.1,NONHSAG035528
lNONHSAG035529,NONHSAG035529,NONHSAG035529,NONHSAG035529
lNONHSAG035530,NONHSAG035530,PROS1,NONHSAG035530
lNONHSAG035531,NONHSAG035531,ARL13B,NONHSAG035531
lNONHSAG035532,NONHSAG035532,HMGN1P7,NONHSAG035532
lNONHSAG035536,NONHSAG035536,LINC00879,NONHSAG035536
lNONHSAG035537,NONHSAG035537,NONHSAG035537,NONHSAG035537
lNONHSAG035538,NONHSAG035538,MTHFD2P1,NONHSAG035538
lNONHSAG035540,NONHSAG035540,NONHSAG035540,NONHSAG035540
lNONHSAG035541,NONHSAG035541,NONHSAG035541,NONHSAG035541
lNONHSAG035542,NONHSAG035542,NONHSAG035542,NONHSAG035542
lNONHSAG035543,NONHSAG035543,NONHSAG035543,NONHSAG035543
lNONHSAG035545,NONHSAG035545,NONHSAG035545,NONHSAG035545
lNONHSAG035546,NONHSAG035546,RP11-529P9.1,NONHSAG035546
lNONHSAG035547,NONHSAG035547,RP11-389G6.3,NONHSAG035547
lNONHSAG035548,NONHSAG035548,ARL6,NONHSAG035548
lNONHSAG035550,NONHSAG035550,NONHSAG035550,NONHSAG035550
lNONHSAG035557,NONHSAG035557,NONHSAG035557,NONHSAG035557
lNONHSAG035558,NONHSAG035558,NONHSAG035558,NONHSAG035558
lNONHSAG035562,NONHSAG035562,RPI002_005526,NONHSAG035562
lNONHSAG035563,NONHSAG035563,RP11-325B23.2,NONHSAG035563
lNONHSAG035566,NONHSAG035566,NONHSAG035566,NONHSAG035566
lNONHSAG035568,NONHSAG035568,RP11-227H4.5,NONHSAG035568
lNONHSAG035569,NONHSAG035569,RPL38P4,NONHSAG035569
lNONHSAG035572,NONHSAG035572,NONHSAG035572,NONHSAG035572
lNONHSAG035573,NONHSAG035573,NONHSAG035573,NONHSAG035573
lNONHSAG035574,NONHSAG035574,ST3GAL6-AS1,NONHSAG035574
lNONHSAG035575,NONHSAG035575,ST3GAL6,NONHSAG035575
lNONHSAG035576,NONHSAG035576,DCBLD2,NONHSAG035576
lNONHSAG035578,NONHSAG035578,CTD-2021J15.1,NONHSAG035578
lNONHSAG035579,NONHSAG035579,LINC00973,NONHSAG035579
lNONHSAG035580,NONHSAG035580,RPI002_007624,NONHSAG035580
lNONHSAG035581,NONHSAG035581,RP11-735O9.1,NONHSAG035581
lNONHSAG035582,NONHSAG035582,RP11-779P15.1,NONHSAG035582
lNONHSAG035583,NONHSAG035583,RP11-779P15.2,NONHSAG035583
lNONHSAG035584,NONHSAG035584,RP11-201E8.1,NONHSAG035584
lNONHSAG035585,NONHSAG035585,COL8A1,NONHSAG035585
lNONHSAG035588,NONHSAG035588,NONHSAG035588,NONHSAG035588
lNONHSAG035592,NONHSAG035592,RP11-15N24.4,NONHSAG035592
lNONHSAG035594,NONHSAG035594,TBC1D23,NONHSAG035594
lNONHSAG035595,NONHSAG035595,TBC1D23,NONHSAG035595
lNONHSAG035600,NONHSAG035600,GMFBP1,NONHSAG035600
lNONHSAG035601,NONHSAG035601,TFG,NONHSAG035601
lNONHSAG035606,NONHSAG035606,NONHSAG035606,NONHSAG035606
lNONHSAG035609,NONHSAG035609,ZNF90P1,NONHSAG035609
lNONHSAG035610,NONHSAG035610,PCNP,NONHSAG035610
lNONHSAG035613,NONHSAG035613,NONHSAG035613,NONHSAG035613
lNONHSAG035614,NONHSAG035614,RPL24,NONHSAG035614
lNONHSAG035615,NONHSAG035615,NONHSAG035615,NONHSAG035615
lNONHSAG035616,NONHSAG035616,NONHSAG035616,NONHSAG035616
lNONHSAG035618,NONHSAG035618,NONHSAG035618,NONHSAG035618
lNONHSAG035620,NONHSAG035620,RP11-49I4.3,NONHSAG035620
lNONHSAG035621,NONHSAG035621,NONHSAG035621,NONHSAG035621
lNONHSAG035623,NONHSAG035623,NONHSAG035623,NONHSAG035623
lNONHSAG035624,NONHSAG035624,RPI002_003652,NONHSAG035624
lNONHSAG035625,NONHSAG035625,NONHSAG035625,NONHSAG035625
lNONHSAG035626,NONHSAG035626,RP11-221J22.1;LINC02085,NONHSAG035626
lNONHSAG035627,NONHSAG035627,NONHSAG035627,NONHSAG035627
lNONHSAG035630,NONHSAG035630,RP11-280H21.1,NONHSAG035630
lNONHSAG035631,NONHSAG035631,NONHSAG035631,NONHSAG035631
lNONHSAG035632,NONHSAG035632,NONHSAG035632,NONHSAG035632
lNONHSAG035637,NONHSAG035637,NONHSAG035637,NONHSAG035637
lNONHSAG035639,NONHSAG035639,NONHSAG035639,NONHSAG035639
lNONHSAG035643,NONHSAG035643,NONHSAG035643,NONHSAG035643
lNONHSAG035644,NONHSAG035644,NONHSAG035644,NONHSAG035644
lNONHSAG035646,NONHSAG035646,NONHSAG035646,NONHSAG035646
lNONHSAG035647,NONHSAG035647,NONHSAG035647,NONHSAG035647
lNONHSAG035648,NONHSAG035648,NONHSAG035648,NONHSAG035648
lNONHSAG035650,NONHSAG035650,NONHSAG035650,NONHSAG035651;NONHSAG035650
lNONHSAG035652,NONHSAG035652,RPI002_002613,NONHSAG035652
lNONHSAG035653,NONHSAG035653,ALCAM,NONHSAG035653
lNONHSAG035655,NONHSAG035655,NONHSAG035655,NONHSAG035655
lNONHSAG035656,NONHSAG035656,NONHSAG035656,NONHSAG035656
lNONHSAG035657,NONHSAG035657,NONHSAG035657,NONHSAG035657
lNONHSAG035658,NONHSAG035658,NONHSAG035658,NONHSAG035658
lNONHSAG035659,NONHSAG035659,NONHSAG035659,NONHSAG035659
lNONHSAG035663,NONHSAG035663,NONHSAG035663,NONHSAG035663
lNONHSAG035664,NONHSAG035664,NONHSAG035664,NONHSAG035664
lNONHSAG035665,NONHSAG035665,NONHSAG035665,NONHSAG035665
lNONHSAG035666,NONHSAG035666,NONHSAG035666,NONHSAG035667;NONHSAG035666
lNONHSAG035668,NONHSAG035668,FCF1P3,NONHSAG035668
lNONHSAG035669,NONHSAG035669,RP11-52L11.9,NONHSAG035669
lNONHSAG035670,NONHSAG035670,MTND5P16,NONHSAG035670
lNONHSAG035671,NONHSAG035671,MTND6P6,NONHSAG035671
lNONHSAG035672,NONHSAG035672,MTND1P16,NONHSAG035672
lNONHSAG035675,NONHSAG035675,NONHSAG035675,NONHSAG035675
lNONHSAG035676,NONHSAG035676,NONHSAG035676;LINC00883;DUBR,NONHSAG035676
lNONHSAG035677,NONHSAG035677,RP11-446H18.5;NONHSAG035666;LINC00882,NONHSAG035677
lNONHSAG035678,NONHSAG035678,NONHSAG035678,NONHSAG035678
lNONHSAG035679,NONHSAG035679,NONHSAG035679;LINC01990,NONHSAG035679
lNONHSAG035681,NONHSAG035681,LINC00635,NONHSAG035681
lNONHSAG035682,NONHSAG035682,LINC00636,NONHSAG035682
lNONHSAG035683,NONHSAG035683,NONHSAG035683,NONHSAG035683
lNONHSAG035684,NONHSAG035684,CD47,NONHSAG035684
lNONHSAG035685,NONHSAG035685,NONHSAG035685;LINC01215,NONHSAG035685
lNONHSAG035686,NONHSAG035686,IFT57,NONHSAG035686
lNONHSAG035688,NONHSAG035688,HNRNPA1P17,NONHSAG035688
lNONHSAG035689,NONHSAG035689,NONHSAG035689,NONHSAG035689
lNONHSAG035691,NONHSAG035691,RP11-381E24.1,NONHSAG035691
lNONHSAG035694,NONHSAG035694,RETNLB,NONHSAG035694
lNONHSAG035698,NONHSAG035698,MORC1-AS1,NONHSAG035698
lNONHSAG035699,NONHSAG035699,RP11-59E19.1,NONHSAG035699
lNONHSAG035700,NONHSAG035700,RP11-59E19.4,NONHSAG035700
lNONHSAG035701,NONHSAG035701,LINC00488,NONHSAG035701
lNONHSAG035703,NONHSAG035703,DPPA4,NONHSAG035703
lNONHSAG035705,NONHSAG035705,NONHSAG035705,NONHSAG035705
lNONHSAG035707,NONHSAG035707,RP11-702L6.4;LINC01205,NONHSAG035707
lNONHSAG035708,NONHSAG035708,RP11-457K10.1,NONHSAG035708
lNONHSAG035712,NONHSAG035712,NONHSAG035712,NONHSAG035712
lNONHSAG035713,NONHSAG035713,PVRL3-AS1;NECTIN3-AS1,NONHSAG035713
lNONHSAG035714,NONHSAG035714,PVRL3,NONHSAG035714
lNONHSAG035715,NONHSAG035715,NONHSAG035715,NONHSAG035715
lNONHSAG035717,NONHSAG035717,RP11-615J4.3,NONHSAG035717
lNONHSAG035720,NONHSAG035720,PLCXD2-AS1,NONHSAG035720
lNONHSAG035722,NONHSAG035722,NONHSAG035722,NONHSAG035722
lNONHSAG035723,NONHSAG035723,NONHSAG035723,NONHSAG035723
lNONHSAG035726,NONHSAG035726,ABHD10,NONHSAG035726
lNONHSAG035727,NONHSAG035727,RFKP2,NONHSAG035727
lNONHSAG035729,NONHSAG035729,RP11-757F18.5,NONHSAG035729
lNONHSAG035731,NONHSAG035731,RP11-90K6.1,NONHSAG035731
lNONHSAG035733,NONHSAG035733,NONHSAG035733,NONHSAG035733
lNONHSAG035734,NONHSAG035734,NONHSAG035734,NONHSAG035734
lNONHSAG035736,NONHSAG035736,OR7E100P,NONHSAG035736
lNONHSAG035737,NONHSAG035737,NONHSAG035737,NONHSAG035737
lNONHSAG035740,NONHSAG035740,ATG3,NONHSAG035740
lNONHSAG035742,NONHSAG035742,NONHSAG035742,NONHSAG035742
lNONHSAG035743,NONHSAG035743,NONHSAG035743,NONHSAG035743
lNONHSAG035745,NONHSAG035745,NONHSAG035745,NONHSAG035745
lNONHSAG035746,NONHSAG035746,RP11-572C15.5,NONHSAG035746
lNONHSAG035747,NONHSAG035747,RP11-180K7.1,NONHSAG035747
lNONHSAG035751,NONHSAG035751,NONHSAG035751,NONHSAG035751
lNONHSAG035752,NONHSAG035752,RP11-572M11.4,NONHSAG035752
lNONHSAG035753,NONHSAG035753,RP11-572M11.2,NONHSAG035753
lNONHSAG035754,NONHSAG035754,RP11-572M11.1,NONHSAG035754
lNONHSAG035755,NONHSAG035755,RP11-572M11.3;LINC02044,NONHSAG035755
lNONHSAG035757,NONHSAG035757,NONHSAG035757,NONHSAG035757
lNONHSAG035759,NONHSAG035759,RP11-553D4.2,NONHSAG035759
lNONHSAG035760,NONHSAG035760,WDR52-AS1;CFAP44-AS1,NONHSAG035760
lNONHSAG035763,NONHSAG035763,SIDT1-AS1,NONHSAG035763
lNONHSAG035767,NONHSAG035767,RN7SL767P,NONHSAG035767
lNONHSAG035768,NONHSAG035768,NONHSAG035768,NONHSAG035768
lNONHSAG035770,NONHSAG035770,RP11-271C24.3,NONHSAG035770
lNONHSAG035771,NONHSAG035771,RP11-271C24.2,NONHSAG035771
lNONHSAG035774,NONHSAG035774,RP11-435F17.1,NONHSAG035774
lNONHSAG035775,NONHSAG035775,VPS26AP1,NONHSAG035775
lNONHSAG035778,NONHSAG035778,RP11-255E6.5,NONHSAG035778
lNONHSAG035782,NONHSAG035782,RPI002_003759,NONHSAG035782
lNONHSAG035783,NONHSAG035783,RP11-553L6.2,NONHSAG035783
lNONHSAG035786,NONHSAG035786,RP11-553L6.5,NONHSAG035786
lNONHSAG035787,NONHSAG035787,ZBTB20,NONHSAG035787
lNONHSAG035788,NONHSAG035788,ZBTB20-AS1,NONHSAG035788
lNONHSAG035789,NONHSAG035789,RP11-197K3.1;ZBTB20-AS5,NONHSAG035789
lNONHSAG035790,NONHSAG035790,NONHSAG035790,NONHSAG035790
lNONHSAG035791,NONHSAG035791,ZBTB20-AS2,NONHSAG035791
lNONHSAG035792,NONHSAG035792,ZBTB20-AS3,NONHSAG035792
lNONHSAG035793,NONHSAG035793,YBX1P3,NONHSAG035793
lNONHSAG035794,NONHSAG035794,ZBTB20-AS4,NONHSAG035794
lNONHSAG035795,NONHSAG035795,RP11-190P13.2,NONHSAG035795
lNONHSAG035796,NONHSAG035796,RPI002_006357,NONHSAG035796
lNONHSAG035797,NONHSAG035797,RP11-326J18.1,NONHSAG035797
lNONHSAG035798,NONHSAG035798,NONHSAG035798,NONHSAG035798
lNONHSAG035799,NONHSAG035799,NONHSAG035799,NONHSAG035799
lNONHSAG035801,NONHSAG035801,RN7SL815P,NONHSAG035801
lNONHSAG035802,NONHSAG035802,NONHSAG035802,NONHSAG035802
lNONHSAG035803,NONHSAG035803,LSAMP-AS1,NONHSAG035803
